,Date,Checking,Credit: Curr Stmt Bal,Credit: Prev Stmt Bal,Dad: Principal Balance,Dad: Interest,Student Loans: Principal Balance,Student Loans: Interest,Marginal Interest,Net Gain,Net Loss,Net Worth,Loan Total,CC Debt Total,Liquid Total,Memo Directives,Memo
27,20241116,6536.81,180.0,1294.52,15400.0,0.0,14911.25,31.85,2.45,0.0,22.45,-25280.809999999998,30343.1,1474.52,6536.81,,food (Credit -$20.00)
28,20241117,6536.81,200.0,1294.52,15400.0,0.0,14911.25,34.3,2.45,0.0,22.45,-25303.26,30345.55,1494.52,6536.81,,food (Credit -$20.00)
29,20241118,6536.81,470.0,1294.52,15400.0,0.0,14911.25,36.75,2.45,0.0,272.45,-25575.71,30348.0,1764.52,6536.81,,phone (Credit -$250.00); food (Credit -$20.00)
30,20241119,6536.81,570.0,1294.52,15400.0,0.0,14911.25,39.2,2.45,0.0,102.45,-25678.16,30350.45,1864.52,6536.81,,gas (Credit -$80.00); food (Credit -$20.00)
31,20241120,6536.81,685.0,1294.52,15400.0,0.0,14911.25,41.65,2.45,0.0,117.45,-25795.61,30352.9,1979.52,6536.81,,car insurance (Credit -$95.00); food (Credit -$20.00)
32,20241121,6536.81,705.0,1294.52,15400.0,0.0,14911.25,44.1,2.45,0.0,22.45,-25818.059999999998,30355.35,1999.52,6536.81,,food (Credit -$20.00)
33,20241122,8136.81,725.0,1294.52,15400.0,0.0,14911.25,46.55,2.45,1577.55,0.0,-24240.51,30357.8,2019.52,8136.81,,EMT income (Checking +$1600.00); food (Credit -$20.00)
34,20241123,8136.81,745.0,1294.52,15400.0,0.0,14911.25,49.0,2.45,0.0,22.45,-24262.96,30360.25,2039.52,8136.81,,food (Credit -$20.00)
35,20241124,8136.81,765.0,1294.52,15400.0,0.0,14911.25,51.45,2.45,0.0,22.45,-24285.41,30362.7,2059.52,8136.81,,food (Credit -$20.00)
36,20241125,8136.81,785.0,1294.52,15400.0,0.0,14911.25,53.9,2.45,0.0,22.45,-24307.86,30365.15,2079.52,8136.81,,food (Credit -$20.00)
37,20241126,8136.81,805.0,1294.52,15400.0,0.0,14911.25,56.35,2.45,0.0,22.45,-24330.309999999998,30367.6,2099.52,8136.81,,food (Credit -$20.00)
38,20241127,8136.81,825.0,1294.52,15400.0,0.0,14911.25,58.8,2.45,0.0,22.45,-24352.76,30370.05,2119.52,8136.81,,food (Credit -$20.00)
39,20241128,8136.81,845.0,1294.52,15400.0,0.0,14911.25,61.25,2.45,0.0,22.45,-24375.21,30372.5,2139.52,8136.81,,food (Credit -$20.00)
40,20241129,8136.81,865.0,1294.52,15400.0,0.0,14911.25,63.7,2.45,0.0,22.45,-24397.66,30374.95,2159.52,8136.81,,food (Credit -$20.00)
41,20241130,8136.81,885.0,1294.52,15400.0,0.0,14911.25,66.15,2.45,0.0,22.45,-24420.11,30377.4,2179.52,8136.81,,food (Credit -$20.00)
42,20241201,7636.81,1005.0,1294.52,14900.0,0.0,14911.25,68.6,2.45,0.0,122.45,-24542.559999999998,29879.85,2299.52,7636.81, LOAN MIN PAYMENT (Dad: Principal Balance -$500.00);  LOAN MIN PAYMENT (Checking -$500.00); ,storage unit rent (Credit -$100.00); food (Credit -$20.00)
43,20241202,7636.81,1115.0,1294.52,14900.0,0.0,14911.25,71.05,2.45,0.0,112.45,-24655.01,29882.3,2409.52,7636.81,,parking (Credit -$50.00); food (Credit -$20.00); hulu (Credit -$20.00); ai daddy (Credit -$20.00)
44,20241203,7413.62,1215.0,1294.52,14900.0,0.0,14761.56,0.0,2.45,0.0,102.45,-24757.46,29661.559999999998,2509.52,7413.62, LOAN MIN PAYMENT (Student Loans: Interest -$73.50);  LOAN MIN PAYMENT (Student Loans: Principal Balance -$149.69);  LOAN MIN PAYMENT (Checking -$223.19); ,gas (Credit -$80.00); food (Credit -$20.00)
45,20241204,7413.62,1235.0,1294.52,14900.0,0.0,14761.56,2.42,2.42,0.0,22.42,-24779.879999999997,29663.979999999996,2529.52,7413.62,,food (Credit -$20.00)
46,20241205,7413.62,1255.0,1294.52,14900.0,0.0,14761.56,4.84,2.42,0.0,22.42,-24802.3,29666.399999999998,2549.52,7413.62,,food (Credit -$20.00)
47,20241206,9013.62,1275.0,1294.52,14900.0,0.0,14761.56,7.26,2.42,1577.58,0.0,-23224.719999999998,29668.819999999996,2569.52,9013.62,,EMT income (Checking +$1600.00); food (Credit -$20.00)
48,20241207,8969.400000000001,0,2576.5699999999997,14900.0,0.0,14761.56,9.68,33.69,0.0,53.69,-23278.409999999996,29671.239999999998,2576.5699999999997,8969.400000000001,CC INTEREST (Credit: Prev Stmt Bal +$31.27); CC MIN PAYMENT (Credit: Prev Stmt Bal -$44.22); CC MIN PAYMENT (Checking -$44.22),food (Credit -$20.00)
49,20241208,8969.4,20.0,2576.57,14900.0,0.0,14761.56,12.1,2.42,0.0,22.42,-23300.829999999998,29673.659999999996,2596.57,8969.4,,food (Credit -$20.00)
50,20241209,8969.4,40.0,2576.57,14900.0,0.0,14761.56,14.52,2.42,0.0,22.42,-23323.25,29676.079999999998,2616.57,8969.4,,food (Credit -$20.00)
51,20241210,8969.4,60.0,2576.57,14900.0,0.0,14761.56,16.94,2.42,0.0,22.42,-23345.67,29678.499999999996,2636.57,8969.4,,food (Credit -$20.00)
52,20241211,8969.4,80.0,2576.57,14900.0,0.0,14761.56,19.36,2.42,0.0,22.42,-23368.09,29680.92,2656.57,8969.4,,food (Credit -$20.00)
53,20241212,8969.4,100.0,2576.57,14900.0,0.0,14761.56,21.78,2.42,0.0,22.42,-23390.51,29683.339999999997,2676.57,8969.4,,food (Credit -$20.00)
54,20241213,8969.4,120.0,2576.57,14900.0,0.0,14761.56,24.2,2.42,0.0,22.42,-23412.93,29685.76,2696.57,8969.4,,food (Credit -$20.00)
55,20241214,8969.4,140.0,2576.57,14900.0,0.0,14761.56,26.62,2.42,0.0,22.42,-23435.35,29688.179999999997,2716.57,8969.4,,food (Credit -$20.00)
56,20241215,8969.4,160.0,2576.57,14900.0,0.0,14761.56,29.04,2.42,0.0,22.42,-23457.77,29690.6,2736.57,8969.4,,food (Credit -$20.00)
57,20241216,8969.4,180.0,2576.57,14900.0,0.0,14761.56,31.46,2.42,0.0,22.42,-23480.19,29693.019999999997,2756.57,8969.4,,food (Credit -$20.00)
58,20241217,8969.4,280.0,2576.57,14900.0,0.0,14761.56,33.88,2.42,0.0,102.42,-23582.61,29695.44,2856.57,8969.4,,gas (Credit -$80.00); food (Credit -$20.00)
59,20241218,8969.4,550.0,2576.57,14900.0,0.0,14761.56,36.3,2.42,0.0,272.41999999999996,-23855.03,29697.859999999997,3126.57,8969.4,,phone (Credit -$250.00); food (Credit -$20.00)
60,20241219,8969.4,570.0,2576.57,14900.0,0.0,14761.56,38.72,2.42,0.0,22.42,-23877.45,29700.28,3146.57,8969.4,,food (Credit -$20.00)
61,20241220,10569.4,685.0,2576.57,14900.0,0.0,14761.56,41.14,2.42,1482.58,0.0,-22394.87,29702.699999999997,3261.57,10569.4,,EMT income (Checking +$1600.00); car insurance (Credit -$95.00); food (Credit -$20.00)
62,20241221,10569.4,705.0,2576.57,14900.0,0.0,14761.56,43.56,2.42,0.0,22.42,-22417.29,29705.12,3281.57,10569.4,,food (Credit -$20.00)
63,20241222,10569.4,725.0,2576.57,14900.0,0.0,14761.56,45.98,2.42,0.0,22.42,-22439.71,29707.539999999997,3301.57,10569.4,,food (Credit -$20.00)
64,20241223,10569.4,745.0,2576.57,14900.0,0.0,14761.56,48.4,2.42,0.0,22.42,-22462.13,29709.96,3321.57,10569.4,,food (Credit -$20.00)
65,20241224,10569.4,765.0,2576.57,14900.0,0.0,14761.56,50.82,2.42,0.0,22.42,-22484.55,29712.379999999997,3341.57,10569.4,,food (Credit -$20.00)
66,20241225,10569.4,785.0,2576.57,14900.0,0.0,14761.56,53.24,2.42,0.0,22.42,-22506.97,29714.8,3361.57,10569.4,,food (Credit -$20.00)
67,20241226,10569.4,805.0,2576.57,14900.0,0.0,14761.56,55.66,2.42,0.0,22.42,-22529.39,29717.219999999998,3381.57,10569.4,,food (Credit -$20.00)
68,20241227,10569.4,825.0,2576.57,14900.0,0.0,14761.56,58.08,2.42,0.0,22.42,-22551.81,29719.64,3401.57,10569.4,,food (Credit -$20.00)
69,20241228,10569.4,845.0,2576.57,14900.0,0.0,14761.56,60.5,2.42,0.0,22.42,-22574.23,29722.059999999998,3421.57,10569.4,,food (Credit -$20.00)
70,20241229,10569.4,865.0,2576.57,14900.0,0.0,14761.56,62.92,2.42,0.0,22.42,-22596.649999999998,29724.479999999996,3441.57,10569.4,,food (Credit -$20.00)
71,20241230,10569.4,885.0,2576.57,14900.0,0.0,14761.56,65.34,2.42,0.0,22.42,-22619.07,29726.899999999998,3461.57,10569.4,,food (Credit -$20.00)
72,20241231,10569.4,985.0,2576.57,14900.0,0.0,14761.56,67.76,2.42,0.0,102.42,-22721.489999999998,29729.319999999996,3561.57,10569.4,,gas (Credit -$80.00); food (Credit -$20.00)
73,20250101,10069.4,1105.0,2576.57,14400.0,0.0,14761.56,70.18,2.42,0.0,122.42,-22843.91,29231.739999999998,3681.57,10069.4, LOAN MIN PAYMENT (Dad: Principal Balance -$500.00);  LOAN MIN PAYMENT (Checking -$500.00); ,storage unit rent (Credit -$100.00); food (Credit -$20.00)
74,20250102,10069.4,1215.0,2576.57,14400.0,0.0,14761.56,72.6,2.42,0.0,112.42,-22956.329999999998,29234.159999999996,3791.57,10069.4,,parking (Credit -$50.00); hulu (Credit -$20.00); ai daddy (Credit -$20.00); food (Credit -$20.00)
75,20250103,11446.21,1235.0,2576.57,14400.0,0.0,14613.39,0.0,2.42,1577.58,0.0,-21378.75,29013.39,3811.57,11446.21, LOAN MIN PAYMENT (Student Loans: Interest -$75.02);  LOAN MIN PAYMENT (Student Loans: Principal Balance -$148.17);  LOAN MIN PAYMENT (Checking -$223.19); ,EMT income (Checking +$1600.00); food (Credit -$20.00)
76,20250104,11446.21,1255.0,2576.57,14400.0,0.0,14613.39,2.4,2.4,0.0,22.4,-21401.15,29015.79,3831.57,11446.21,,food (Credit -$20.00)
77,20250105,11446.21,1275.0,2576.57,14400.0,0.0,14613.39,4.8,2.4,0.0,22.4,-21423.55,29018.19,3851.57,11446.21,,food (Credit -$20.00)
78,20250106,11446.21,1295.0,2576.57,14400.0,0.0,14613.39,7.2,2.4,0.0,22.4,-21445.95,29020.59,3871.57,11446.21,,food (Credit -$20.00)
79,20250107,11358.189999999999,0,3865.8,14400.0,0.0,14613.39,9.6,64.65,0.0,84.65,-21530.6,29022.989999999998,3865.8,11358.189999999999,CC INTEREST (Credit: Prev Stmt Bal +$62.25); CC MIN PAYMENT (Credit: Prev Stmt Bal -$88.02); CC MIN PAYMENT (Checking -$88.02),food (Credit -$20.00)
80,20250108,11358.19,20.0,3865.8,14400.0,0.0,14613.39,12.0,2.4,0.0,22.4,-21552.999999999996,29025.39,3885.8,11358.19,,food (Credit -$20.00)
81,20250109,11358.19,40.0,3865.8,14400.0,0.0,14613.39,14.4,2.4,0.0,22.4,-21575.399999999998,29027.79,3905.8,11358.19,,food (Credit -$20.00)
82,20250110,11358.19,60.0,3865.8,14400.0,0.0,14613.39,16.8,2.4,0.0,22.4,-21597.799999999996,29030.19,3925.8,11358.19,,food (Credit -$20.00)
83,20250111,11358.19,80.0,3865.8,14400.0,0.0,14613.39,19.2,2.4,0.0,22.4,-21620.199999999997,29032.59,3945.8,11358.19,,food (Credit -$20.00)
84,20250112,11358.19,100.0,3865.8,14400.0,0.0,14613.39,21.6,2.4,0.0,22.4,-21642.599999999995,29034.989999999998,3965.8,11358.19,,food (Credit -$20.00)
85,20250113,11358.19,120.0,3865.8,14400.0,0.0,14613.39,24.0,2.4,0.0,22.4,-21664.999999999996,29037.39,3985.8,11358.19,,food (Credit -$20.00)
86,20250114,11358.19,220.0,3865.8,14400.0,0.0,14613.39,26.4,2.4,0.0,102.4,-21767.399999999998,29039.79,4085.8,11358.19,,gas (Credit -$80.00); food (Credit -$20.00)
87,20250115,11358.19,240.0,3865.8,14400.0,0.0,14613.39,28.8,2.4,0.0,22.4,-21789.799999999996,29042.19,4105.8,11358.19,,food (Credit -$20.00)
88,20250116,11358.19,260.0,3865.8,14400.0,0.0,14613.39,31.2,2.4,0.0,22.4,-21812.199999999997,29044.59,4125.8,11358.19,,food (Credit -$20.00)
89,20250117,12958.19,280.0,3865.8,14400.0,0.0,14613.39,33.6,2.4,1577.6,0.0,-20234.6,29046.989999999998,4145.8,12958.19,,EMT income (Checking +$1600.00); food (Credit -$20.00)
90,20250118,12958.19,550.0,3865.8,14400.0,0.0,14613.39,36.0,2.4,0.0,272.4,-20506.999999999996,29049.39,4415.8,12958.19,,phone (Credit -$250.00); food (Credit -$20.00)
91,20250119,12958.19,570.0,3865.8,14400.0,0.0,14613.39,38.4,2.4,0.0,22.4,-20529.399999999998,29051.79,4435.8,12958.19,,food (Credit -$20.00)
92,20250120,12958.19,685.0,3865.8,14400.0,0.0,14613.39,40.8,2.4,0.0,117.4,-20646.8,29054.19,4550.8,12958.19,,car insurance (Credit -$95.00); food (Credit -$20.00)
93,20250121,12958.19,705.0,3865.8,14400.0,0.0,14613.39,43.2,2.4,0.0,22.4,-20669.2,29056.59,4570.8,12958.19,,food (Credit -$20.00)
94,20250122,12958.19,725.0,3865.8,14400.0,0.0,14613.39,45.6,2.4,0.0,22.4,-20691.6,29058.989999999998,4590.8,12958.19,,food (Credit -$20.00)
95,20250123,12958.19,745.0,3865.8,14400.0,0.0,14613.39,48.0,2.4,0.0,22.4,-20713.999999999996,29061.39,4610.8,12958.19,,food (Credit -$20.00)
96,20250124,12958.19,765.0,3865.8,14400.0,0.0,14613.39,50.4,2.4,0.0,22.4,-20736.399999999998,29063.79,4630.8,12958.19,,food (Credit -$20.00)
97,20250125,12958.19,785.0,3865.8,14400.0,0.0,14613.39,52.8,2.4,0.0,22.4,-20758.8,29066.19,4650.8,12958.19,,food (Credit -$20.00)
98,20250126,12958.19,805.0,3865.8,14400.0,0.0,14613.39,55.2,2.4,0.0,22.4,-20781.2,29068.59,4670.8,12958.19,,food (Credit -$20.00)
99,20250127,12958.19,825.0,3865.8,14400.0,0.0,14613.39,57.6,2.4,0.0,22.4,-20803.6,29070.989999999998,4690.8,12958.19,,food (Credit -$20.00)
100,20250128,12958.19,925.0,3865.8,14400.0,0.0,14613.39,60.0,2.4,0.0,102.4,-20905.999999999996,29073.39,4790.8,12958.19,,gas (Credit -$80.00); food (Credit -$20.00)
101,20250129,12958.19,945.0,3865.8,14400.0,0.0,14613.39,62.4,2.4,0.0,22.4,-20928.399999999998,29075.79,4810.8,12958.19,,food (Credit -$20.00)
102,20250130,12958.19,965.0,3865.8,14400.0,0.0,14613.39,64.8,2.4,0.0,22.4,-20950.8,29078.19,4830.8,12958.19,,food (Credit -$20.00)
103,20250131,14558.19,985.0,3865.8,14400.0,0.0,14613.39,67.2,2.4,1577.6,0.0,-19373.2,29080.59,4850.8,14558.19,,EMT income (Checking +$1600.00); food (Credit -$20.00)
104,20250201,14058.19,1105.0,3865.8,13900.0,0.0,14613.39,69.6,2.4,0.0,122.4,-19495.6,28582.989999999998,4970.8,14058.19, LOAN MIN PAYMENT (Dad: Principal Balance -$500.00);  LOAN MIN PAYMENT (Checking -$500.00); ,storage unit rent (Credit -$100.00); food (Credit -$20.00)
105,20250202,14058.19,1215.0,3865.8,13900.0,0.0,14613.39,72.0,2.4,0.0,112.4,-19608.0,28585.39,5080.8,14058.19,,parking (Credit -$50.00); hulu (Credit -$20.00); food (Credit -$20.00); ai daddy (Credit -$20.00)
106,20250203,13435.0,1235.0,3865.8,13900.0,0.0,14464.6,0.0,2.4,0.0,422.4,-20030.4,28364.6,5100.8,13435.0, LOAN MIN PAYMENT (Student Loans: Interest -$74.40);  LOAN MIN PAYMENT (Student Loans: Principal Balance -$148.79);  LOAN MIN PAYMENT (Checking -$223.19); ,sjcc spring 2025 tuition (Checking -$400.00); food (Credit -$20.00)
107,20250204,13435.0,1255.0,3865.8,13900.0,0.0,14464.6,2.38,2.38,0.0,22.38,-20052.78,28366.98,5120.8,13435.0,,food (Credit -$20.00)
108,20250205,13435.0,1275.0,3865.8,13900.0,0.0,14464.6,4.76,2.38,0.0,22.38,-20075.16,28369.359999999997,5140.8,13435.0,,food (Credit -$20.00)
109,20250206,13435.0,1295.0,3865.8,13900.0,0.0,14464.6,7.14,2.38,0.0,22.38,-20097.54,28371.739999999998,5160.8,13435.0,,food (Credit -$20.00)
110,20250207,13302.95,0,5142.139999999999,13900.0,0.0,14464.6,9.52,95.77,0.0,115.77,-20213.309999999998,28374.12,5142.139999999999,13302.95,CC INTEREST (Credit: Prev Stmt Bal +$93.39); CC MIN PAYMENT (Credit: Prev Stmt Bal -$132.05); CC MIN PAYMENT (Checking -$132.05),food (Credit -$20.00)
111,20250208,13302.95,20.0,5142.14,13900.0,0.0,14464.6,11.9,2.38,0.0,22.38,-20235.69,28376.5,5162.14,13302.95,,food (Credit -$20.00)
112,20250209,13302.95,40.0,5142.14,13900.0,0.0,14464.6,14.28,2.38,0.0,22.38,-20258.07,28378.879999999997,5182.14,13302.95,,food (Credit -$20.00)
113,20250210,13302.95,60.0,5142.14,13900.0,0.0,14464.6,16.66,2.38,0.0,22.38,-20280.45,28381.26,5202.14,13302.95,,food (Credit -$20.00)
114,20250211,13302.95,160.0,5142.14,13900.0,0.0,14464.6,19.04,2.38,0.0,102.38,-20382.83,28383.64,5302.14,13302.95,,gas (Credit -$80.00); food (Credit -$20.00)
115,20250212,13302.95,180.0,5142.14,13900.0,0.0,14464.6,21.42,2.38,0.0,22.38,-20405.21,28386.019999999997,5322.14,13302.95,,food (Credit -$20.00)
116,20250213,13302.95,200.0,5142.14,13900.0,0.0,14464.6,23.8,2.38,0.0,22.38,-20427.59,28388.399999999998,5342.14,13302.95,,food (Credit -$20.00)
117,20250214,14902.95,220.0,5142.14,13900.0,0.0,14464.6,26.18,2.38,1577.62,0.0,-18849.97,28390.78,5362.14,14902.95,,EMT income (Checking +$1600.00); food (Credit -$20.00)
118,20250215,14902.95,240.0,5142.14,13900.0,0.0,14464.6,28.56,2.38,0.0,22.38,-18872.35,28393.16,5382.14,14902.95,,food (Credit -$20.00)
119,20250216,14902.95,260.0,5142.14,13900.0,0.0,14464.6,30.94,2.38,0.0,22.38,-18894.73,28395.539999999997,5402.14,14902.95,,food (Credit -$20.00)
120,20250217,14902.95,280.0,5142.14,13900.0,0.0,14464.6,33.32,2.38,0.0,22.38,-18917.11,28397.92,5422.14,14902.95,,food (Credit -$20.00)
121,20250218,14902.95,550.0,5142.14,13900.0,0.0,14464.6,35.7,2.38,0.0,272.38,-19189.49,28400.3,5692.14,14902.95,,phone (Credit -$250.00); food (Credit -$20.00)
122,20250219,14902.95,570.0,5142.14,13900.0,0.0,14464.6,38.08,2.38,0.0,22.38,-19211.87,28402.68,5712.14,14902.95,,food (Credit -$20.00)
123,20250220,14902.95,685.0,5142.14,13900.0,0.0,14464.6,40.46,2.38,0.0,117.38,-19329.25,28405.059999999998,5827.14,14902.95,,car insurance (Credit -$95.00); food (Credit -$20.00)
124,20250221,14902.95,705.0,5142.14,13900.0,0.0,14464.6,42.84,2.38,0.0,22.38,-19351.63,28407.44,5847.14,14902.95,,food (Credit -$20.00)
125,20250222,14902.95,725.0,5142.14,13900.0,0.0,14464.6,45.22,2.38,0.0,22.38,-19374.01,28409.82,5867.14,14902.95,,food (Credit -$20.00)
126,20250223,14902.95,745.0,5142.14,13900.0,0.0,14464.6,47.6,2.38,0.0,22.38,-19396.39,28412.199999999997,5887.14,14902.95,,food (Credit -$20.00)
127,20250224,14902.95,765.0,5142.14,13900.0,0.0,14464.6,49.98,2.38,0.0,22.38,-19418.77,28414.579999999998,5907.14,14902.95,,food (Credit -$20.00)
128,20250225,14902.95,865.0,5142.14,13900.0,0.0,14464.6,52.36,2.38,0.0,102.38,-19521.15,28416.96,6007.14,14902.95,,gas (Credit -$80.00); food (Credit -$20.00)
129,20250226,14902.95,885.0,5142.14,13900.0,0.0,14464.6,54.74,2.38,0.0,22.38,-19543.53,28419.34,6027.14,14902.95,,food (Credit -$20.00)
130,20250227,14902.95,905.0,5142.14,13900.0,0.0,14464.6,57.12,2.38,0.0,22.38,-19565.91,28421.719999999998,6047.14,14902.95,,food (Credit -$20.00)
131,20250228,16502.95,925.0,5142.14,13900.0,0.0,14464.6,59.5,2.38,1577.62,0.0,-17988.29,28424.1,6067.14,16502.95,,EMT income (Checking +$1600.00); food (Credit -$20.00)
132,20250301,16002.95,1045.0,5142.14,13400.0,0.0,14464.6,61.88,2.38,0.0,122.38,-18110.67,27926.48,6187.14,16002.95, LOAN MIN PAYMENT (Dad: Principal Balance -$500.00);  LOAN MIN PAYMENT (Checking -$500.00); ,storage unit rent (Credit -$100.00); food (Credit -$20.00)
133,20250302,16002.95,1155.0,5142.14,13400.0,0.0,14464.6,64.26,2.38,0.0,112.38,-18223.05,27928.859999999997,6297.14,16002.95,,parking (Credit -$50.00); hulu (Credit -$20.00); ai daddy (Credit -$20.00); food (Credit -$20.00)
134,20250303,15779.76,1175.0,5142.14,13400.0,0.0,14308.05,0.0,2.38,0.0,22.38,-18245.43,27708.05,6317.14,15779.76, LOAN MIN PAYMENT (Student Loans: Interest -$66.64);  LOAN MIN PAYMENT (Student Loans: Principal Balance -$156.55);  LOAN MIN PAYMENT (Checking -$223.19); ,food (Credit -$20.00)
135,20250304,15779.76,1195.0,5142.14,13400.0,0.0,14308.05,2.35,2.35,0.0,22.35,-18267.78,27710.399999999998,6337.14,15779.76,,food (Credit -$20.00)
136,20250305,15779.76,1215.0,5142.14,13400.0,0.0,14308.05,4.7,2.35,0.0,22.35,-18290.13,27712.75,6357.14,15779.76,,food (Credit -$20.00)
137,20250306,15779.76,1235.0,5142.14,13400.0,0.0,14308.05,7.05,2.35,0.0,22.35,-18312.48,27715.1,6377.14,15779.76,,food (Credit -$20.00)
138,20250307,15604.11,0,6345.72,13400.0,0.0,14308.05,9.4,126.58,0.0,146.57999999999998,-18459.059999999998,27717.45,6345.72,15604.11,CC INTEREST (Credit: Prev Stmt Bal +$124.23); CC MIN PAYMENT (Credit: Prev Stmt Bal -$175.65); CC MIN PAYMENT (Checking -$175.65),food (Credit -$20.00)
