,Date,Checking,Credit: Curr Stmt Bal,Credit: Prev Stmt Bal,Credit: Credit Billing Cycle Payment Bal,Credit: Credit End of Prev Cycle Bal,Dad Loan: Principal Balance,Dad Loan: Interest,Dad Loan: Loan Billing Cycle Payment Bal,Dad Loan: Loan End of Prev Cycle Bal,Student Loans: Principal Balance,Student Loans: Interest,Student Loans: Loan Billing Cycle Payment Bal,Student Loans: Loan End of Prev Cycle Bal,Marginal Interest,Net Gain,Net Loss,Net Worth,Loan Total,CC Debt Total,Liquid Total,Next Income Date,Memo Directives,Memo
18,20241118,1600.0,470.0,11805.14595,0.0,11805.14595,15400.0,0.0,0.0,15400.0,14884.202197125256,36.67565223110945,0.0,14884.202197125256,2.445043482073963,0.0,272.44504348207397,-40996.023799356364,30320.877849356362,12275.14595,1600.0,20241122,,phone (Credit +$250.00); food (Credit +$20.00)
19,20241119,1600.0,570.0,11805.14595,0.0,11805.14595,15400.0,0.0,0.0,15400.0,14884.202197125256,39.120695713183416,0.0,14884.202197125256,2.445043482073963,0.0,102.44504348207397,-41098.46884283844,30323.322892838438,12375.14595,1600.0,20241122,,gas (Credit +$80.00); food (Credit +$20.00)
20,20241120,1600.0,685.0,11805.14595,0.0,11805.14595,15400.0,0.0,0.0,15400.0,14884.202197125256,41.56573919525738,0.0,14884.202197125256,2.445043482073963,0.0,117.44504348207397,-41215.913886320515,30325.767936320513,12490.14595,1600.0,20241122,,car insurance (Credit +$95.00); food (Credit +$20.00)
21,20241121,1600.0,705.0,11805.14595,0.0,11805.14595,15400.0,0.0,0.0,15400.0,14884.202197125256,44.01078267733134,0.0,14884.202197125256,2.445043482073963,0.0,22.445043482073963,-41238.35892980258,30328.212979802585,12510.14595,1600.0,20241122,,food (Credit +$20.00)
22,20241122,3200.0,725.0,11805.14595,0.0,11805.14595,15400.0,0.0,0.0,15400.0,14884.202197125256,46.455826159405305,0.0,14884.202197125256,2.445043482073963,1577.554956517926,0.0,-39660.80397328466,30330.65802328466,12530.14595,3200.0,20241206,INCOME (Checking +$1600.00),EMT income (Checking +$1600.00); food (Credit +$20.00)
23,20241123,3200.0,745.0,11805.14595,0.0,11805.14595,15400.0,0.0,0.0,15400.0,14884.202197125256,48.90086964147927,0.0,14884.202197125256,2.445043482073963,0.0,22.445043482073963,-39683.249016766735,30333.103066766733,12550.14595,3200.0,20241206,,food (Credit +$20.00)
24,20241124,3200.0,765.0,11805.14595,0.0,11805.14595,15400.0,0.0,0.0,15400.0,14884.202197125256,51.34591312355323,0.0,14884.202197125256,2.445043482073963,0.0,22.445043482073963,-39705.69406024881,30335.54811024881,12570.14595,3200.0,20241206,,food (Credit +$20.00)
25,20241125,3200.0,785.0,11805.14595,0.0,11805.14595,15400.0,0.0,0.0,15400.0,14884.202197125256,53.790956605627194,0.0,14884.202197125256,2.445043482073963,0.0,22.445043482073963,-39728.13910373088,30337.99315373088,12590.14595,3200.0,20241206,,food (Credit +$20.00)
26,20241126,3200.0,805.0,11805.14595,0.0,11805.14595,15400.0,0.0,0.0,15400.0,14884.202197125256,56.23600008770116,0.0,14884.202197125256,2.445043482073963,0.0,22.445043482073963,-39750.584147212954,30340.438197212956,12610.14595,3200.0,20241206,,food (Credit +$20.00)
27,20241127,3200.0,825.0,11805.14595,0.0,11805.14595,15400.0,0.0,0.0,15400.0,14884.202197125256,58.68104356977512,0.0,14884.202197125256,2.445043482073963,0.0,22.445043482073963,-39773.02919069503,30342.883240695028,12630.14595,3200.0,20241206,,food (Credit +$20.00)
28,20241128,3200.0,845.0,11805.14595,0.0,11805.14595,15400.0,0.0,0.0,15400.0,14884.202197125256,61.12608705184908,0.0,14884.202197125256,2.445043482073963,0.0,22.445043482073963,-39795.474234177105,30345.328284177103,12650.14595,3200.0,20241206,,food (Credit +$20.00)
29,20241129,3200.0,865.0,11805.14595,0.0,11805.14595,15400.0,0.0,0.0,15400.0,14884.202197125256,63.571130533923046,0.0,14884.202197125256,2.445043482073963,0.0,22.445043482073963,-39817.91927765918,30347.77332765918,12670.14595,3200.0,20241206,,food (Credit +$20.00)
30,20241130,3200.0,885.0,11805.14595,0.0,11805.14595,15400.0,0.0,0.0,15400.0,14884.202197125256,66.01617401599701,0.0,14884.202197125256,2.445043482073963,0.0,22.445043482073963,-39840.36432114125,30350.21837114125,12690.14595,3200.0,20241206,,food (Credit +$20.00)
31,20241201,2700.0,1005.0,11805.14595,0.0,11805.14595,14900.0,0.0,0.0,15400.0,14884.202197125256,68.46121749807098,0.0,14884.202197125256,2.44504348207397,0.0,122.44504348207397,-39962.809364623325,29852.663414623326,12810.14595,2700.0,20241206,LOAN MIN PAYMENT (Dad Loan: Principal Balance -$500.00); LOAN MIN PAYMENT (Checking -$500.00),storage unit rent (Credit +$100.00); food (Credit +$20.00)
32,20241202,2700.0,1115.0,11805.14595,0.0,11805.14595,14900.0,0.0,0.0,14900.0,14884.202197125256,70.90626098014495,0.0,14884.202197125256,2.44504348207397,0.0,112.44504348207397,-40075.2544081054,29855.1084581054,12920.14595,2700.0,20241206,,parking (Credit +$50.00); ai daddy (Credit +$20.00); food (Credit +$20.00); hulu (Credit +$20.00)
33,20241203,2476.81,1215.0,11805.14595,0.0,11805.14595,14900.0,0.0,0.0,14900.0,14734.363501587475,0.0,0.0,14884.202197125256,2.4437390198550446,0.0,102.44373901985504,-40177.699451587476,29634.363501587475,13020.14595,2476.81,20241206,LOAN MIN PAYMENT (Student Loans: Interest -$73.35); LOAN MIN PAYMENT (Student Loans: Principal Balance -$149.84); LOAN MIN PAYMENT (Checking -$223.19),gas (Credit +$80.00); food (Credit +$20.00)
34,20241204,2476.81,1235.0,11805.14595,0.0,11805.14595,14900.0,0.0,0.0,14900.0,14734.363501587475,2.4204293226427063,0.0,14734.363501587475,2.4204293226427063,0.0,22.420429322642708,-40200.11988091012,29636.78393091012,13040.14595,2476.81,20241206,,food (Credit +$20.00)
35,20241205,0.0,1255.0,9328.33595,2476.81,11805.14595,14900.0,0.0,0.0,14900.0,14734.363501587475,4.8408586452854125,0.0,14734.363501587475,2.4204293226427063,0.0,22.420429322642708,-40222.54031023276,29639.20436023276,10583.33595,0.0,20241206,ADDTL CC PAYMENT (Checking -$2476.81); ADDTL CC PAYMENT (Credit: Prev Stmt Bal -$2476.81),food (Credit +$20.00)
36,20241206,1600.0,1275.0,9328.33595,2476.81,11805.14595,14900.0,0.0,0.0,14900.0,14734.363501587475,7.261287967928119,0.0,14734.363501587475,2.4204293226427067,1577.5795706773572,0.0,-38644.960739555405,29641.624789555404,10603.33595,1600.0,20241220,INCOME (Checking +$1600.00),EMT income (Checking +$1600.00); food (Credit +$20.00)
37,20241207,1600.0,0,10908.52860090875,0,11805.14595,14900.0,0.0,0.0,14900.0,14734.363501587475,9.681717290570825,0.0,14734.363501587475,287.6104293226427,0.0,307.6104293226427,-38952.5738197868,29644.045218878047,10908.52860090875,1600.0,20241220,CC INTEREST (Credit: Prev Stmt Bal +$285.19); CC MIN PAYMENT ALREADY MADE (Credit: Prev Stmt Bal -$0.00); CC MIN PAYMENT ALREADY MADE (Checking -$0.00),food (Credit +$20.00)
38,20241208,1600.0,20.0,10908.52860090875,0.0,10908.52860090875,14900.0,0.0,0.0,14900.0,14734.363501587475,12.102146613213531,0.0,14734.363501587475,2.420429322642706,0.0,22.420429322642704,-38974.99424910944,29646.46564820069,10928.52860090875,1600.0,20241220,,food (Credit +$20.00)
39,20241209,1600.0,40.0,10908.52860090875,0.0,10908.52860090875,14900.0,0.0,0.0,14900.0,14734.363501587475,14.522575935856237,0.0,14734.363501587475,2.420429322642706,0.0,22.420429322642704,-38997.41467843208,29648.88607752333,10948.52860090875,1600.0,20241220,,food (Credit +$20.00)
40,20241210,1600.0,60.0,10908.52860090875,0.0,10908.52860090875,14900.0,0.0,0.0,14900.0,14734.363501587475,16.943005258498943,0.0,14734.363501587475,2.420429322642706,0.0,22.420429322642704,-39019.83510775473,29651.306506845973,10968.52860090875,1600.0,20241220,,food (Credit +$20.00)
41,20241211,1600.0,80.0,10908.52860090875,0.0,10908.52860090875,14900.0,0.0,0.0,14900.0,14734.363501587475,19.36343458114165,0.0,14734.363501587475,2.4204293226427076,0.0,22.420429322642708,-39042.25553707736,29653.726936168616,10988.52860090875,1600.0,20241220,,food (Credit +$20.00)
42,20241212,1600.0,100.0,10908.52860090875,0.0,10908.52860090875,14900.0,0.0,0.0,14900.0,14734.363501587475,21.783863903784358,0.0,14734.363501587475,2.4204293226427076,0.0,22.420429322642708,-39064.67596640001,29656.14736549126,11008.52860090875,1600.0,20241220,,food (Credit +$20.00)
43,20241213,1600.0,120.0,10908.52860090875,0.0,10908.52860090875,14900.0,0.0,0.0,14900.0,14734.363501587475,24.204293226427065,0.0,14734.363501587475,2.4204293226427076,0.0,22.420429322642708,-39087.09639572265,29658.567794813902,11028.52860090875,1600.0,20241220,,food (Credit +$20.00)
44,20241214,1600.0,140.0,10908.52860090875,0.0,10908.52860090875,14900.0,0.0,0.0,14900.0,14734.363501587475,26.624722549069773,0.0,14734.363501587475,2.4204293226427076,0.0,22.420429322642708,-39109.5168250453,29660.988224136545,11048.52860090875,1600.0,20241220,,food (Credit +$20.00)
45,20241215,1600.0,160.0,10908.52860090875,0.0,10908.52860090875,14900.0,0.0,0.0,14900.0,14734.363501587475,29.04515187171248,0.0,14734.363501587475,2.4204293226427076,0.0,22.420429322642708,-39131.937254367935,29663.408653459188,11068.52860090875,1600.0,20241220,,food (Credit +$20.00)
46,20241216,1600.0,180.0,10908.52860090875,0.0,10908.52860090875,14900.0,0.0,0.0,14900.0,14734.363501587475,31.465581194355188,0.0,14734.363501587475,2.4204293226427076,0.0,22.420429322642708,-39154.357683690585,29665.82908278183,11088.52860090875,1600.0,20241220,,food (Credit +$20.00)
47,20241217,1600.0,280.0,10908.52860090875,0.0,10908.52860090875,14900.0,0.0,0.0,14900.0,14734.363501587475,33.88601051699789,0.0,14734.363501587475,2.420429322642704,0.0,102.4204293226427,-39256.77811301322,29668.249512104474,11188.52860090875,1600.0,20241220,,gas (Credit +$80.00); food (Credit +$20.00)
48,20241218,1600.0,550.0,10908.52860090875,0.0,10908.52860090875,14900.0,0.0,0.0,14900.0,14734.363501587475,36.306439839640596,0.0,14734.363501587475,2.420429322642704,0.0,272.4204293226427,-39529.19854233587,29670.669941427117,11458.52860090875,1600.0,20241220,,phone (Credit +$250.00); food (Credit +$20.00)
49,20241219,1600.0,570.0,10908.52860090875,0.0,10908.52860090875,14900.0,0.0,0.0,14900.0,14734.363501587475,38.7268691622833,0.0,14734.363501587475,2.420429322642704,0.0,22.420429322642704,-39551.61897165851,29673.09037074976,11478.52860090875,1600.0,20241220,,food (Credit +$20.00)
50,20241220,3200.0,685.0,10908.52860090875,0.0,10908.52860090875,14900.0,0.0,0.0,14900.0,14734.363501587475,41.147298484926004,0.0,14734.363501587475,2.420429322642704,1482.5795706773572,0.0,-38069.03940098115,29675.5108000724,11593.52860090875,3200.0,20250103,INCOME (Checking +$1600.00),EMT income (Checking +$1600.00); car insurance (Credit +$95.00); food (Credit +$20.00)
51,20241221,3200.0,705.0,10908.52860090875,0.0,10908.52860090875,14900.0,0.0,0.0,14900.0,14734.363501587475,43.56772780756871,0.0,14734.363501587475,2.420429322642704,0.0,22.420429322642704,-38091.45983030379,29677.931229395042,11613.52860090875,3200.0,20250103,,food (Credit +$20.00)
52,20241222,3200.0,725.0,10908.52860090875,0.0,10908.52860090875,14900.0,0.0,0.0,14900.0,14734.363501587475,45.98815713021141,0.0,14734.363501587475,2.420429322642704,0.0,22.420429322642704,-38113.880259626436,29680.351658717685,11633.52860090875,3200.0,20250103,,food (Credit +$20.00)
53,20241223,3200.0,745.0,10908.52860090875,0.0,10908.52860090875,14900.0,0.0,0.0,14900.0,14734.363501587475,48.40858645285412,0.0,14734.363501587475,2.420429322642704,0.0,22.420429322642704,-38136.30068894908,29682.77208804033,11653.52860090875,3200.0,20250103,,food (Credit +$20.00)
54,20241224,3200.0,765.0,10908.52860090875,0.0,10908.52860090875,14900.0,0.0,0.0,14900.0,14734.363501587475,50.82901577549682,0.0,14734.363501587475,2.420429322642704,0.0,22.420429322642704,-38158.72111827172,29685.19251736297,11673.52860090875,3200.0,20250103,,food (Credit +$20.00)
55,20241225,3200.0,785.0,10908.52860090875,0.0,10908.52860090875,14900.0,0.0,0.0,14900.0,14734.363501587475,53.249445098139525,0.0,14734.363501587475,2.420429322642704,0.0,22.420429322642704,-38181.141547594365,29687.612946685615,11693.52860090875,3200.0,20250103,,food (Credit +$20.00)
56,20241226,3200.0,805.0,10908.52860090875,0.0,10908.52860090875,14900.0,0.0,0.0,14900.0,14734.363501587475,55.66987442078223,0.0,14734.363501587475,2.420429322642704,0.0,22.420429322642704,-38203.56197691701,29690.033376008258,11713.52860090875,3200.0,20250103,,food (Credit +$20.00)
57,20241227,3200.0,825.0,10908.52860090875,0.0,10908.52860090875,14900.0,0.0,0.0,14900.0,14734.363501587475,58.09030374342493,0.0,14734.363501587475,2.420429322642704,0.0,22.420429322642704,-38225.98240623965,29692.4538053309,11733.52860090875,3200.0,20250103,,food (Credit +$20.00)
58,20241228,3200.0,845.0,10908.52860090875,0.0,10908.52860090875,14900.0,0.0,0.0,14900.0,14734.363501587475,60.51073306606764,0.0,14734.363501587475,2.420429322642704,0.0,22.420429322642704,-38248.402835562294,29694.874234653544,11753.52860090875,3200.0,20250103,,food (Credit +$20.00)
59,20241229,3200.0,865.0,10908.52860090875,0.0,10908.52860090875,14900.0,0.0,0.0,14900.0,14734.363501587475,62.93116238871034,0.0,14734.363501587475,2.420429322642704,0.0,22.420429322642704,-38270.82326488494,29697.294663976187,11773.52860090875,3200.0,20250103,,food (Credit +$20.00)
60,20241230,3200.0,885.0,10908.52860090875,0.0,10908.52860090875,14900.0,0.0,0.0,14900.0,14734.363501587475,65.35159171135305,0.0,14734.363501587475,2.420429322642711,0.0,22.42042932264271,-38293.24369420758,29699.71509329883,11793.52860090875,3200.0,20250103,,food (Credit +$20.00)
61,20241231,3200.0,985.0,10908.52860090875,0.0,10908.52860090875,14900.0,0.0,0.0,14900.0,14734.363501587475,67.77202103399576,0.0,14734.363501587475,2.420429322642704,0.0,102.4204293226427,-38395.66412353022,29702.13552262147,11893.52860090875,3200.0,20250103,,gas (Credit +$80.00); food (Credit +$20.00)
62,20250101,2700.0,1105.0,10908.52860090875,0.0,10908.52860090875,14400.0,0.0,0.0,14900.0,14734.363501587475,70.19245035663846,0.0,14734.363501587475,2.420429322642704,0.0,122.4204293226427,-38518.08455285286,29204.555951944112,12013.52860090875,2700.0,20250103,LOAN MIN PAYMENT (Dad Loan: Principal Balance -$500.00); LOAN MIN PAYMENT (Checking -$500.00),storage unit rent (Credit +$100.00); food (Credit +$20.00)
63,20250102,2700.0,1215.0,10908.52860090875,0.0,10908.52860090875,14400.0,0.0,0.0,14400.0,14734.363501587475,72.61287967928116,0.0,14734.363501587475,2.420429322642704,0.0,112.4204293226427,-38630.50498217551,29206.976381266755,12123.52860090875,2700.0,20250103,,parking (Credit +$50.00); ai daddy (Credit +$20.00); food (Credit +$20.00); hulu (Credit +$20.00)
64,20250103,4076.81,1235.0,10908.52860090875,0.0,10908.52860090875,14400.0,0.0,0.0,14400.0,14586.2068105894,0.0,0.0,14734.363501587475,2.417120320718837,1577.5828796792812,0.0,-37052.92541149815,28986.2068105894,12143.52860090875,4076.81,20250117,INCOME (Checking +$1600.00); LOAN MIN PAYMENT (Student Loans: Interest -$75.03); LOAN MIN PAYMENT (Student Loans: Principal Balance -$148.16); LOAN MIN PAYMENT (Checking -$223.19),EMT income (Checking +$1600.00); food (Credit +$20.00)
65,20250104,4076.81,1255.0,10908.52860090875,0.0,10908.52860090875,14400.0,0.0,0.0,14400.0,14586.2068105894,2.396091467858628,0.0,14586.2068105894,2.396091467858628,0.0,22.39609146785863,-37075.321502966006,28988.602902057257,12163.52860090875,4076.81,20250117,,food (Credit +$20.00)
66,20250105,0.0,1275.0,6831.718600908751,4076.81,10908.52860090875,14400.0,0.0,0.0,14400.0,14586.2068105894,4.792182935717256,0.0,14586.2068105894,2.396091467858628,0.0,22.39609146785863,-37097.71759443387,28990.998993525118,8106.718600908751,0.0,20250117,ADDTL CC PAYMENT (Checking -$4076.81); ADDTL CC PAYMENT (Credit: Prev Stmt Bal -$4076.81),food (Credit +$20.00)
67,20250106,0.0,1295.0,6831.718600908751,4076.81,10908.52860090875,14400.0,0.0,0.0,14400.0,14586.2068105894,7.188274403575884,0.0,14586.2068105894,2.3960914678586276,0.0,22.39609146785863,-37120.11368590173,28993.395084992975,8126.718600908751,0.0,20250117,,food (Credit +$20.00)
68,20250107,0.0,0,8410.250471025705,0,10908.52860090875,14400.0,0.0,0.0,14400.0,14586.2068105894,9.584365871434512,0.0,14586.2068105894,265.9260914678586,0.0,285.9260914678586,-37406.041647486534,28995.791176460833,8410.250471025705,0.0,20250117,CC INTEREST (Credit: Prev Stmt Bal +$263.53); CC MIN PAYMENT ALREADY MADE (Credit: Prev Stmt Bal -$0.00); CC MIN PAYMENT ALREADY MADE (Checking -$0.00),food (Credit +$20.00)
69,20250108,0.0,20.0,8410.250471025705,0.0,8410.250471025705,14400.0,0.0,0.0,14400.0,14586.2068105894,11.98045733929314,0.0,14586.2068105894,2.3960914678586285,0.0,22.39609146785863,-37428.437738954395,28998.187267928693,8430.250471025705,0.0,20250117,,food (Credit +$20.00)
70,20250109,0.0,40.0,8410.250471025705,0.0,8410.250471025705,14400.0,0.0,0.0,14400.0,14586.2068105894,14.376548807151769,0.0,14586.2068105894,2.3960914678586285,0.0,22.39609146785863,-37450.833830422256,29000.58335939655,8450.250471025705,0.0,20250117,,food (Credit +$20.00)
71,20250110,0.0,60.0,8410.250471025705,0.0,8410.250471025705,14400.0,0.0,0.0,14400.0,14586.2068105894,16.772640275010396,0.0,14586.2068105894,2.3960914678586267,0.0,22.396091467858625,-37473.22992189012,29002.979450864408,8470.250471025705,0.0,20250117,,food (Credit +$20.00)
72,20250111,0.0,80.0,8410.250471025705,0.0,8410.250471025705,14400.0,0.0,0.0,14400.0,14586.2068105894,19.168731742869024,0.0,14586.2068105894,2.3960914678586285,0.0,22.39609146785863,-37495.62601335798,29005.37554233227,8490.250471025705,0.0,20250117,,food (Credit +$20.00)
73,20250112,0.0,100.0,8410.250471025705,0.0,8410.250471025705,14400.0,0.0,0.0,14400.0,14586.2068105894,21.564823210727653,0.0,14586.2068105894,2.3960914678586285,0.0,22.39609146785863,-37518.02210482583,29007.771633800126,8510.250471025705,0.0,20250117,,food (Credit +$20.00)
74,20250113,0.0,120.0,8410.250471025705,0.0,8410.250471025705,14400.0,0.0,0.0,14400.0,14586.2068105894,23.96091467858628,0.0,14586.2068105894,2.3960914678586285,0.0,22.39609146785863,-37540.41819629369,29010.167725267987,8530.250471025705,0.0,20250117,,food (Credit +$20.00)
75,20250114,0.0,220.0,8410.250471025705,0.0,8410.250471025705,14400.0,0.0,0.0,14400.0,14586.2068105894,26.35700614644491,0.0,14586.2068105894,2.3960914678586285,0.0,102.39609146785862,-37642.81428776155,29012.563816735845,8630.250471025705,0.0,20250117,,gas (Credit +$80.00); food (Credit +$20.00)
76,20250115,0.0,240.0,8410.250471025705,0.0,8410.250471025705,14400.0,0.0,0.0,14400.0,14586.2068105894,28.753097614303538,0.0,14586.2068105894,2.3960914678586285,0.0,22.39609146785863,-37665.21037922941,29014.959908203702,8650.250471025705,0.0,20250117,,food (Credit +$20.00)
77,20250116,0.0,260.0,8410.250471025705,0.0,8410.250471025705,14400.0,0.0,0.0,14400.0,14586.2068105894,31.149189082162167,0.0,14586.2068105894,2.3960914678586285,0.0,22.39609146785863,-37687.60647069727,29017.355999671563,8670.250471025705,0.0,20250117,,food (Credit +$20.00)
78,20250117,1600.0,280.0,8410.250471025705,0.0,8410.250471025705,14400.0,0.0,0.0,14400.0,14586.2068105894,33.54528055002079,0.0,14586.2068105894,2.396091467858625,1577.6039085321413,0.0,-36110.00256216513,29019.75209113942,8690.250471025705,1600.0,20250131,INCOME (Checking +$1600.00),EMT income (Checking +$1600.00); food (Credit +$20.00)
79,20250118,1600.0,550.0,8410.250471025705,0.0,8410.250471025705,14400.0,0.0,0.0,14400.0,14586.2068105894,35.94137201787942,0.0,14586.2068105894,2.396091467858625,0.0,272.39609146785864,-36382.39865363298,29022.148182607278,8960.250471025705,1600.0,20250131,,phone (Credit +$250.00); food (Credit +$20.00)
80,20250119,1600.0,570.0,8410.250471025705,0.0,8410.250471025705,14400.0,0.0,0.0,14400.0,14586.2068105894,38.33746348573804,0.0,14586.2068105894,2.396091467858625,0.0,22.396091467858625,-36404.794745100844,29024.54427407514,8980.250471025705,1600.0,20250131,,food (Credit +$20.00)
81,20250120,1600.0,685.0,8410.250471025705,0.0,8410.250471025705,14400.0,0.0,0.0,14400.0,14586.2068105894,40.733554953596666,0.0,14586.2068105894,2.396091467858625,0.0,117.39609146785862,-36522.1908365687,29026.940365542996,9095.250471025705,1600.0,20250131,,car insurance (Credit +$95.00); food (Credit +$20.00)
82,20250121,1600.0,705.0,8410.250471025705,0.0,8410.250471025705,14400.0,0.0,0.0,14400.0,14586.2068105894,43.12964642145529,0.0,14586.2068105894,2.396091467858625,0.0,22.396091467858625,-36544.58692803656,29029.336457010853,9115.250471025705,1600.0,20250131,,food (Credit +$20.00)
