,Date,Checking,Credit: Curr Stmt Bal,Credit: Prev Stmt Bal,Marginal Interest,Net Gain,Net Loss,Net Worth,Loan Total,CC Debt Total,Liquid Total,Memo Directives,Memo
29,20240707,1493.0,0,7751.97,173.0,0.0,198.0,-6258.97,0.0,7751.97,1493.0, CC INTEREST (Credit: Prev Stmt Bal +$173.0);  CC MIN PAYMENT ALREADY MADE (Credit: Prev Stmt Bal -$0.00);  CC MIN PAYMENT ALREADY MADE (Checking -$0.00),food (Credit -$25.0); 
30,20240708,1493.0,25.0,7751.97,0.0,0.0,25.0,-6283.97,0.0,7776.97,1493.0,,food (Credit -$25.0); 
31,20240709,1493.0,50.0,7751.97,0.0,0.0,25.0,-6308.97,0.0,7801.97,1493.0,,food (Credit -$25.0); 
32,20240710,1493.0,75.0,7751.97,0.0,0.0,25.0,-6333.97,0.0,7826.97,1493.0,,food (Credit -$25.0); 
33,20240711,1493.0,100.0,7751.97,0.0,0.0,25.0,-6358.97,0.0,7851.97,1493.0,,food (Credit -$25.0); 
34,20240712,3093.0,125.0,7751.97,0.0,1575.0,0.0,-4783.97,0.0,7876.97,3093.0,,EMT income (Checking +$1600.0); food (Credit -$25.0); 
35,20240713,3093.0,150.0,7751.97,0.0,0.0,25.0,-4808.97,0.0,7901.97,3093.0,,food (Credit -$25.0); 
36,20240714,3093.0,175.0,7751.97,0.0,0.0,25.0,-4833.97,0.0,7926.97,3093.0,,food (Credit -$25.0); 
37,20240715,3093.0,200.0,7751.97,0.0,0.0,25.0,-4858.97,0.0,7951.97,3093.0,,food (Credit -$25.0); 
38,20240716,3093.0,225.0,7751.97,0.0,0.0,25.0,-4883.97,0.0,7976.97,3093.0,,food (Credit -$25.0); 
39,20240717,3093.0,250.0,7751.97,0.0,0.0,25.0,-4908.97,0.0,8001.97,3093.0,,food (Credit -$25.0); 
40,20240718,3093.0,275.0,7751.97,0.0,0.0,25.0,-4933.97,0.0,8026.97,3093.0,,food (Credit -$25.0); 
41,20240719,3093.0,300.0,7751.97,0.0,0.0,25.0,-4958.97,0.0,8051.97,3093.0,,food (Credit -$25.0); 
42,20240720,2998.0,405.0,7751.97,0.0,0.0,200.0,-5158.97,0.0,8156.97,2998.0,,car insurance (Checking -$95.0); gas (Credit -$80.0); food (Credit -$25.0); 
43,20240721,2998.0,430.0,7751.97,0.0,0.0,25.0,-5183.97,0.0,8181.97,2998.0,,food (Credit -$25.0); 
44,20240722,2998.0,455.0,7751.97,0.0,0.0,25.0,-5208.97,0.0,8206.970000000001,2998.0,,food (Credit -$25.0); 
45,20240723,2998.0,480.0,7751.97,0.0,0.0,25.0,-5233.97,0.0,8231.970000000001,2998.0,,food (Credit -$25.0); 
46,20240724,2998.0,505.0,7751.97,0.0,0.0,25.0,-5258.97,0.0,8256.970000000001,2998.0,,food (Credit -$25.0); 
47,20240725,2998.0,530.0,7751.97,0.0,0.0,25.0,-5283.97,0.0,8281.970000000001,2998.0,,food (Credit -$25.0); 
48,20240726,4598.0,555.0,7751.97,0.0,1575.0,0.0,-3708.9700000000003,0.0,8306.970000000001,4598.0,,EMT income (Checking +$1600.0); food (Credit -$25.0); 
49,20240727,4598.0,580.0,7751.97,0.0,0.0,25.0,-3733.9700000000003,0.0,8331.970000000001,4598.0,,food (Credit -$25.0); 
50,20240728,4598.0,605.0,7751.97,0.0,0.0,25.0,-3758.9700000000003,0.0,8356.970000000001,4598.0,,food (Credit -$25.0); 
51,20240729,4598.0,630.0,7751.97,0.0,0.0,25.0,-3783.9700000000003,0.0,8381.970000000001,4598.0,,food (Credit -$25.0); 
52,20240730,4598.0,655.0,7751.97,0.0,0.0,25.0,-3808.9700000000003,0.0,8406.970000000001,4598.0,,food (Credit -$25.0); 
53,20240731,4598.0,680.0,7751.97,0.0,0.0,25.0,-3833.9700000000003,0.0,8431.970000000001,4598.0,,food (Credit -$25.0); 
54,20240801,3514.79,705.0,7499.76,0.0,0.0,856.0,-4689.97,0.0,8204.76,3514.79, ADDTL CC PAYMENT (Checking -$252.21);  ADDTL CC PAYMENT (Credit: Prev Stmt Bal -$252.21); ,repay dad (Checking -$800.0); storage unit rent (Checking -$31.0); food (Credit -$25.0); 
55,20240802,3514.79,730.0,7499.76,0.0,0.0,25.0,-4714.97,0.0,8229.76,3514.79,,food (Credit -$25.0); 
56,20240803,264.79,835.0,7499.76,0.0,0.0,3355.0,-8069.97,0.0,8334.76,264.79,,phlebotomy tuition (Checking -$3250.0); gas (Credit -$80.0); food (Credit -$25.0); 
57,20240804,264.79,860.0,7499.76,0.0,0.0,25.0,-8094.97,0.0,8359.76,264.79,,food (Credit -$25.0); 
58,20240805,264.79,885.0,7499.76,0.0,0.0,25.0,-8119.97,0.0,8384.76,264.79,,food (Credit -$25.0); 
59,20240806,264.79,910.0,7499.76,0.0,0.0,25.0,-8144.97,0.0,8409.76,264.79,,food (Credit -$25.0); 
60,20240807,252.21,0,8609.45,187.27,0.0,212.27,-8357.240000000002,0.0,8609.45,252.21, CC INTEREST (Credit: Prev Stmt Bal +$187.27);  CC MIN PAYMENT (Credit: Prev Stmt Bal -$12.58);  CC MIN PAYMENT (Checking -$12.58); ,food (Credit -$25.0); 
61,20240808,252.21,25.0,8609.45,0.0,0.0,25.0,-8382.240000000002,0.0,8634.45,252.21,,food (Credit -$25.0); 
62,20240809,1852.21,50.0,8609.45,0.0,1575.0,0.0,-6807.240000000001,0.0,8659.45,1852.21,,EMT income (Checking +$1600.0); food (Credit -$25.0); 
63,20240810,1852.21,75.0,8609.45,0.0,0.0,25.0,-6832.240000000001,0.0,8684.45,1852.21,,food (Credit -$25.0); 
64,20240811,1852.21,100.0,8609.45,0.0,0.0,25.0,-6857.240000000001,0.0,8709.45,1852.21,,food (Credit -$25.0); 
65,20240812,1852.21,125.0,8609.45,0.0,0.0,25.0,-6882.240000000001,0.0,8734.45,1852.21,,food (Credit -$25.0); 
66,20240813,1852.21,150.0,8609.45,0.0,0.0,25.0,-6907.240000000001,0.0,8759.45,1852.21,,food (Credit -$25.0); 
67,20240814,1852.21,175.0,8609.45,0.0,0.0,25.0,-6932.240000000001,0.0,8784.45,1852.21,,food (Credit -$25.0); 
68,20240815,1852.21,200.0,8609.45,0.0,0.0,25.0,-6957.240000000001,0.0,8809.45,1852.21,,food (Credit -$25.0); 
69,20240816,1852.21,225.0,8609.45,0.0,0.0,25.0,-6982.240000000001,0.0,8834.45,1852.21,,food (Credit -$25.0); 
70,20240817,1852.21,330.0,8609.45,0.0,0.0,105.0,-7087.240000000001,0.0,8939.45,1852.21,,gas (Credit -$80.0); food (Credit -$25.0); 
71,20240818,1852.21,355.0,8609.45,0.0,0.0,25.0,-7112.240000000001,0.0,8964.45,1852.21,,food (Credit -$25.0); 
72,20240819,1852.21,380.0,8609.45,0.0,0.0,25.0,-7137.240000000001,0.0,8989.45,1852.21,,food (Credit -$25.0); 
73,20240820,1757.21,405.0,8609.45,0.0,0.0,120.0,-7257.240000000001,0.0,9014.45,1757.21,,car insurance (Checking -$95.0); food (Credit -$25.0); 
74,20240821,1757.21,430.0,8609.45,0.0,0.0,25.0,-7282.240000000001,0.0,9039.45,1757.21,,food (Credit -$25.0); 
75,20240822,1757.21,455.0,8609.45,0.0,0.0,25.0,-7307.240000000001,0.0,9064.45,1757.21,,food (Credit -$25.0); 
76,20240823,3357.21,480.0,8609.45,0.0,1575.0,0.0,-5732.240000000001,0.0,9089.45,3357.21,,EMT income (Checking +$1600.0); food (Credit -$25.0); 
77,20240824,3357.21,505.0,8609.45,0.0,0.0,25.0,-5757.240000000001,0.0,9114.45,3357.21,,food (Credit -$25.0); 
78,20240825,3357.21,530.0,8609.45,0.0,0.0,25.0,-5782.240000000001,0.0,9139.45,3357.21,,food (Credit -$25.0); 
79,20240826,3357.21,555.0,8609.45,0.0,0.0,25.0,-5807.240000000001,0.0,9164.45,3357.21,,food (Credit -$25.0); 
80,20240827,3357.21,580.0,8609.45,0.0,0.0,25.0,-5832.240000000001,0.0,9189.45,3357.21,,food (Credit -$25.0); 
81,20240828,3357.21,605.0,8609.45,0.0,0.0,25.0,-5857.240000000001,0.0,9214.45,3357.21,,food (Credit -$25.0); 
82,20240829,3357.21,630.0,8609.45,0.0,0.0,25.0,-5882.240000000001,0.0,9239.45,3357.21,,food (Credit -$25.0); 
83,20240830,3357.21,655.0,8609.45,0.0,0.0,25.0,-5907.240000000001,0.0,9264.45,3357.21,,food (Credit -$25.0); 
84,20240831,3357.21,760.0,8609.45,0.0,0.0,105.0,-6012.240000000001,0.0,9369.45,3357.21,,gas (Credit -$80.0); food (Credit -$25.0); 
85,20240901,500.0,785.0,6583.24,0.0,0.0,856.0,-6868.24,0.0,7368.24,500.0, ADDTL CC PAYMENT (Checking -$2026.21);  ADDTL CC PAYMENT (Credit: Prev Stmt Bal -$2026.21); ,repay dad (Checking -$800.0); storage unit rent (Checking -$31.0); food (Credit -$25.0); 
86,20240902,500.0,810.0,6583.24,0.0,0.0,25.0,-6893.24,0.0,7393.24,500.0,,food (Credit -$25.0); 
87,20240903,0.0,835.0,6583.24,0.0,0.0,525.0,-7418.24,0.0,7418.24,0.0,,sjcc fall tuition (Checking -$500.0); food (Credit -$25.0); 
88,20240904,0.0,860.0,6583.24,0.0,0.0,25.0,-7443.24,0.0,7443.24,0.0,,food (Credit -$25.0); 
89,20240905,0.0,885.0,6583.24,0.0,0.0,25.0,-7468.24,0.0,7468.24,0.0,,food (Credit -$25.0); 
90,20240906,1600.0,910.0,6583.24,0.0,1575.0,0.0,-5893.24,0.0,7493.24,1600.0,,EMT income (Checking +$1600.0); food (Credit -$25.0); 
91,20240907,1600.0,0,7726.23,207.99,0.0,232.99,-6126.23,0.0,7726.23,1600.0, CC INTEREST (Credit: Prev Stmt Bal +$207.99);  CC MIN PAYMENT ALREADY MADE (Credit: Prev Stmt Bal -$0.00);  CC MIN PAYMENT ALREADY MADE (Checking -$0.00),food (Credit -$25.0); 
92,20240908,1600.0,25.0,7726.23,0.0,0.0,25.0,-6151.23,0.0,7751.23,1600.0,,food (Credit -$25.0); 
93,20240909,1600.0,50.0,7726.23,0.0,0.0,25.0,-6176.23,0.0,7776.23,1600.0,,food (Credit -$25.0); 
94,20240910,1600.0,75.0,7726.23,0.0,0.0,25.0,-6201.23,0.0,7801.23,1600.0,,food (Credit -$25.0); 
95,20240911,1600.0,100.0,7726.23,0.0,0.0,25.0,-6226.23,0.0,7826.23,1600.0,,food (Credit -$25.0); 
96,20240912,1600.0,125.0,7726.23,0.0,0.0,25.0,-6251.23,0.0,7851.23,1600.0,,food (Credit -$25.0); 
97,20240913,1600.0,150.0,7726.23,0.0,0.0,25.0,-6276.23,0.0,7876.23,1600.0,,food (Credit -$25.0); 
98,20240914,1600.0,255.0,7726.23,0.0,0.0,105.0,-6381.23,0.0,7981.23,1600.0,,gas (Credit -$80.0); food (Credit -$25.0); 
99,20240915,1600.0,280.0,7726.23,0.0,0.0,25.0,-6406.23,0.0,8006.23,1600.0,,food (Credit -$25.0); 
100,20240916,1600.0,305.0,7726.23,0.0,0.0,25.0,-6431.23,0.0,8031.23,1600.0,,food (Credit -$25.0); 
101,20240917,1600.0,330.0,7726.23,0.0,0.0,25.0,-6456.23,0.0,8056.23,1600.0,,food (Credit -$25.0); 
102,20240918,1600.0,355.0,7726.23,0.0,0.0,25.0,-6481.23,0.0,8081.23,1600.0,,food (Credit -$25.0); 
103,20240919,1600.0,380.0,7726.23,0.0,0.0,25.0,-6506.23,0.0,8106.23,1600.0,,food (Credit -$25.0); 
104,20240920,3105.0,405.0,7726.23,0.0,1480.0,0.0,-5026.23,0.0,8131.23,3105.0,,EMT income (Checking +$1600.0); car insurance (Checking -$95.0); food (Credit -$25.0); 
105,20240921,3105.0,430.0,7726.23,0.0,0.0,25.0,-5051.23,0.0,8156.23,3105.0,,food (Credit -$25.0); 
106,20240922,3105.0,455.0,7726.23,0.0,0.0,25.0,-5076.23,0.0,8181.23,3105.0,,food (Credit -$25.0); 
107,20240923,3105.0,480.0,7726.23,0.0,0.0,25.0,-5101.23,0.0,8206.23,3105.0,,food (Credit -$25.0); 
108,20240924,3105.0,505.0,7726.23,0.0,0.0,25.0,-5126.23,0.0,8231.23,3105.0,,food (Credit -$25.0); 
109,20240925,3105.0,530.0,7726.23,0.0,0.0,25.0,-5151.23,0.0,8256.23,3105.0,,food (Credit -$25.0); 
110,20240926,3105.0,555.0,7726.23,0.0,0.0,25.0,-5176.23,0.0,8281.23,3105.0,,food (Credit -$25.0); 
111,20240927,3105.0,580.0,7726.23,0.0,0.0,25.0,-5201.23,0.0,8306.23,3105.0,,food (Credit -$25.0); 
112,20240928,3105.0,685.0,7726.23,0.0,0.0,105.0,-5306.23,0.0,8411.23,3105.0,,gas (Credit -$80.0); food (Credit -$25.0); 
113,20240929,3105.0,710.0,7726.23,0.0,0.0,25.0,-5331.23,0.0,8436.23,3105.0,,food (Credit -$25.0); 
114,20240930,3105.0,735.0,7726.23,0.0,0.0,25.0,-5356.23,0.0,8461.23,3105.0,,food (Credit -$25.0); 
115,20241001,0.0,760.0,5452.23,0.0,0.0,856.0,-6212.23,0.0,6212.23,0.0, ADDTL CC PAYMENT (Checking -$2274.0);  ADDTL CC PAYMENT (Credit: Prev Stmt Bal -$2274.0); ,repay dad (Checking -$800.0); storage unit rent (Checking -$31.0); food (Credit -$25.0); 
116,20241002,0.0,785.0,5452.23,0.0,0.0,25.0,-6237.23,0.0,6237.23,0.0,,food (Credit -$25.0); 
117,20241003,0.0,810.0,5452.23,0.0,0.0,25.0,-6262.23,0.0,6262.23,0.0,,food (Credit -$25.0); 
118,20241004,1600.0,835.0,5452.23,0.0,1575.0,0.0,-4687.23,0.0,6287.23,1600.0,,EMT income (Checking +$1600.0); food (Credit -$25.0); 
119,20241005,1600.0,860.0,5452.23,0.0,0.0,25.0,-4712.23,0.0,6312.23,1600.0,,food (Credit -$25.0); 
120,20241006,1600.0,885.0,5452.23,0.0,0.0,25.0,-4737.23,0.0,6337.23,1600.0,,food (Credit -$25.0); 
121,20241007,1600.0,0,6548.879999999999,186.65,0.0,211.65,-4948.879999999999,0.0,6548.879999999999,1600.0, CC INTEREST (Credit: Prev Stmt Bal +$186.65);  CC MIN PAYMENT ALREADY MADE (Credit: Prev Stmt Bal -$0.00);  CC MIN PAYMENT ALREADY MADE (Checking -$0.00),food (Credit -$25.0); 
122,20241008,1600.0,25.0,6548.88,0.0,0.0,25.0,-4973.88,0.0,6573.88,1600.0,,food (Credit -$25.0); 
123,20241009,1600.0,50.0,6548.88,0.0,0.0,25.0,-4998.88,0.0,6598.88,1600.0,,food (Credit -$25.0); 
124,20241010,1600.0,75.0,6548.88,0.0,0.0,25.0,-5023.88,0.0,6623.88,1600.0,,food (Credit -$25.0); 
125,20241011,1600.0,100.0,6548.88,0.0,0.0,25.0,-5048.88,0.0,6648.88,1600.0,,food (Credit -$25.0); 
126,20241012,1600.0,205.0,6548.88,0.0,0.0,105.0,-5153.88,0.0,6753.88,1600.0,,gas (Credit -$80.0); food (Credit -$25.0); 
127,20241013,1600.0,230.0,6548.88,0.0,0.0,25.0,-5178.88,0.0,6778.88,1600.0,,food (Credit -$25.0); 
128,20241014,1600.0,255.0,6548.88,0.0,0.0,25.0,-5203.88,0.0,6803.88,1600.0,,food (Credit -$25.0); 
129,20241015,1600.0,280.0,6548.88,0.0,0.0,25.0,-5228.88,0.0,6828.88,1600.0,,food (Credit -$25.0); 
130,20241016,1600.0,305.0,6548.88,0.0,0.0,25.0,-5253.88,0.0,6853.88,1600.0,,food (Credit -$25.0); 
131,20241017,1600.0,330.0,6548.88,0.0,0.0,25.0,-5278.88,0.0,6878.88,1600.0,,food (Credit -$25.0); 
132,20241018,3200.0,355.0,6548.88,0.0,1575.0,0.0,-3703.88,0.0,6903.88,3200.0,,EMT income (Checking +$1600.0); food (Credit -$25.0); 
133,20241019,3200.0,380.0,6548.88,0.0,0.0,25.0,-3728.88,0.0,6928.88,3200.0,,food (Credit -$25.0); 
134,20241020,3105.0,405.0,6548.88,0.0,0.0,120.0,-3848.88,0.0,6953.88,3105.0,,car insurance (Checking -$95.0); food (Credit -$25.0); 
135,20241021,3105.0,430.0,6548.88,0.0,0.0,25.0,-3873.88,0.0,6978.88,3105.0,,food (Credit -$25.0); 
136,20241022,3105.0,455.0,6548.88,0.0,0.0,25.0,-3898.88,0.0,7003.88,3105.0,,food (Credit -$25.0); 
137,20241023,3105.0,480.0,6548.88,0.0,0.0,25.0,-3923.88,0.0,7028.88,3105.0,,food (Credit -$25.0); 
138,20241024,3105.0,505.0,6548.88,0.0,0.0,25.0,-3948.88,0.0,7053.88,3105.0,,food (Credit -$25.0); 
139,20241025,3105.0,530.0,6548.88,0.0,0.0,25.0,-3973.88,0.0,7078.88,3105.0,,food (Credit -$25.0); 
140,20241026,3105.0,635.0,6548.88,0.0,0.0,105.0,-4078.88,0.0,7183.88,3105.0,,gas (Credit -$80.0); food (Credit -$25.0); 
141,20241027,3105.0,660.0,6548.88,0.0,0.0,25.0,-4103.88,0.0,7208.88,3105.0,,food (Credit -$25.0); 
142,20241028,3105.0,685.0,6548.88,0.0,0.0,25.0,-4128.88,0.0,7233.88,3105.0,,food (Credit -$25.0); 
143,20241029,3105.0,710.0,6548.88,0.0,0.0,25.0,-4153.88,0.0,7258.88,3105.0,,food (Credit -$25.0); 
144,20241030,3105.0,735.0,6548.88,0.0,0.0,25.0,-4178.88,0.0,7283.88,3105.0,,food (Credit -$25.0); 
145,20241031,3105.0,760.0,6548.88,0.0,0.0,25.0,-4203.88,0.0,7308.88,3105.0,,food (Credit -$25.0); 
146,20241101,223.7,785.0,2898.58,0.0,744.0,0.0,-3459.88,0.0,3683.58,223.7, ADDTL CC PAYMENT (Checking -$3650.3);  ADDTL CC PAYMENT (Credit: Prev Stmt Bal -$3650.3); ,EMT income (Checking +$1600.0); repay dad (Checking -$800.0); storage unit rent (Checking -$31.0); food (Credit -$25.0); 
147,20241102,223.7,810.0,2898.58,0.0,0.0,25.0,-3484.88,0.0,3708.58,223.7,,food (Credit -$25.0); 
148,20241103,223.7,835.0,2898.58,0.0,0.0,25.0,-3509.88,0.0,3733.58,223.7,,food (Credit -$25.0); 
149,20241104,223.7,860.0,2898.58,0.0,0.0,25.0,-3534.88,0.0,3758.58,223.7,,food (Credit -$25.0); 
150,20241105,223.7,885.0,2898.58,0.0,0.0,25.0,-3559.88,0.0,3783.58,223.7,,food (Credit -$25.0); 
151,20241106,223.7,910.0,2898.58,0.0,0.0,25.0,-3584.88,0.0,3808.58,223.7,,food (Credit -$25.0); 
152,20241107,223.7,0,3991.79,158.21,0.0,183.21,-3768.09,0.0,3991.79,223.7, CC INTEREST (Credit: Prev Stmt Bal +$158.21);  CC MIN PAYMENT ALREADY MADE (Credit: Prev Stmt Bal -$0.00);  CC MIN PAYMENT ALREADY MADE (Checking -$0.00),food (Credit -$25.0); 
153,20241108,223.7,25.0,3991.79,0.0,0.0,25.0,-3793.09,0.0,4016.79,223.7,,food (Credit -$25.0); 
154,20241109,223.7,130.0,3991.79,0.0,0.0,105.0,-3898.09,0.0,4121.79,223.7,,gas (Credit -$80.0); food (Credit -$25.0); 
155,20241110,223.7,155.0,3991.79,0.0,0.0,25.0,-3923.09,0.0,4146.79,223.7,,food (Credit -$25.0); 
156,20241111,223.7,180.0,3991.79,0.0,0.0,25.0,-3948.09,0.0,4171.79,223.7,,food (Credit -$25.0); 
157,20241112,223.7,205.0,3991.79,0.0,0.0,25.0,-3973.09,0.0,4196.79,223.7,,food (Credit -$25.0); 
158,20241113,223.7,230.0,3991.79,0.0,0.0,25.0,-3998.09,0.0,4221.79,223.7,,food (Credit -$25.0); 
159,20241114,223.7,255.0,3991.79,0.0,0.0,25.0,-4023.09,0.0,4246.79,223.7,,food (Credit -$25.0); 
160,20241115,1823.7,280.0,3991.79,0.0,1575.0,0.0,-2448.09,0.0,4271.79,1823.7,,EMT income (Checking +$1600.0); food (Credit -$25.0); 
161,20241116,1823.7,305.0,3991.79,0.0,0.0,25.0,-2473.09,0.0,4296.79,1823.7,,food (Credit -$25.0); 
162,20241117,1823.7,330.0,3991.79,0.0,0.0,25.0,-2498.09,0.0,4321.79,1823.7,,food (Credit -$25.0); 
163,20241118,1823.7,355.0,3991.79,0.0,0.0,25.0,-2523.09,0.0,4346.79,1823.7,,food (Credit -$25.0); 
164,20241119,1823.7,380.0,3991.79,0.0,0.0,25.0,-2548.09,0.0,4371.79,1823.7,,food (Credit -$25.0); 
165,20241120,1728.7,405.0,3991.79,0.0,0.0,120.0,-2668.09,0.0,4396.79,1728.7,,car insurance (Checking -$95.0); food (Credit -$25.0); 
166,20241121,1728.7,430.0,3991.79,0.0,0.0,25.0,-2693.09,0.0,4421.79,1728.7,,food (Credit -$25.0); 
167,20241122,1728.7,455.0,3991.79,0.0,0.0,25.0,-2718.09,0.0,4446.79,1728.7,,food (Credit -$25.0); 
168,20241123,1728.7,560.0,3991.79,0.0,0.0,105.0,-2823.09,0.0,4551.79,1728.7,,gas (Credit -$80.0); food (Credit -$25.0); 
169,20241124,1728.7,585.0,3991.79,0.0,0.0,25.0,-2848.09,0.0,4576.79,1728.7,,food (Credit -$25.0); 
170,20241125,1728.7,610.0,3991.79,0.0,0.0,25.0,-2873.09,0.0,4601.79,1728.7,,food (Credit -$25.0); 
171,20241126,1728.7,635.0,3991.79,0.0,0.0,25.0,-2898.09,0.0,4626.79,1728.7,,food (Credit -$25.0); 
172,20241127,1728.7,660.0,3991.79,0.0,0.0,25.0,-2923.09,0.0,4651.79,1728.7,,food (Credit -$25.0); 
173,20241128,1728.7,685.0,3991.79,0.0,0.0,25.0,-2948.09,0.0,4676.79,1728.7,,food (Credit -$25.0); 
174,20241129,3328.7,710.0,3991.79,0.0,1575.0,0.0,-1373.0900000000001,0.0,4701.79,3328.7,,EMT income (Checking +$1600.0); food (Credit -$25.0); 
175,20241130,3328.7,735.0,3991.79,0.0,0.0,25.0,-1398.0900000000001,0.0,4726.79,3328.7,,food (Credit -$25.0); 
176,20241201,136.35,760.0,1630.44,0.0,0.0,856.0,-2254.09,0.0,2390.44,136.35, ADDTL CC PAYMENT (Checking -$2361.35);  ADDTL CC PAYMENT (Credit: Prev Stmt Bal -$2361.35); ,repay dad (Checking -$800.0); storage unit rent (Checking -$31.0); food (Credit -$25.0); 
177,20241202,136.35,785.0,1630.44,0.0,0.0,25.0,-2279.09,0.0,2415.44,136.35,,food (Credit -$25.0); 
178,20241203,136.35,810.0,1630.44,0.0,0.0,25.0,-2304.09,0.0,2440.44,136.35,,food (Credit -$25.0); 
179,20241204,136.35,835.0,1630.44,0.0,0.0,25.0,-2329.09,0.0,2465.44,136.35,,food (Credit -$25.0); 
180,20241205,136.35,860.0,1630.44,0.0,0.0,25.0,-2354.09,0.0,2490.44,136.35,,food (Credit -$25.0); 
181,20241206,136.35,885.0,1630.44,0.0,0.0,25.0,-2379.09,0.0,2515.44,136.35,,food (Credit -$25.0); 
182,20241207,136.35,0,2716.87,96.43,0.0,201.43,-2580.52,0.0,2716.87,136.35, CC INTEREST (Credit: Prev Stmt Bal +$96.43);  CC MIN PAYMENT ALREADY MADE (Credit: Prev Stmt Bal -$0.00);  CC MIN PAYMENT ALREADY MADE (Checking -$0.00),gas (Credit -$80.0); food (Credit -$25.0); 
183,20241208,136.35,25.0,2716.87,0.0,0.0,25.0,-2605.52,0.0,2741.87,136.35,,food (Credit -$25.0); 
