,Date,Checking,Credit: Curr Stmt Bal,Credit: Prev Stmt Bal,Marginal Interest,Net Gain,Net Loss,Net Worth,Loan Total,CC Debt Total,Liquid Total,Memo Directives,Memo
15,20251224,7853.99,0,5560.25,132.1,512.9000000000001,0.0,2293.74,0.0,5560.25,7853.99, ADDTL CC PAYMENT (Checking -$1400.0);  ADDTL CC PAYMENT (Credit: Prev Stmt Bal -$1400.0);  CC INTEREST (Credit: Prev Stmt Bal +$132.1);  CC MIN PAYMENT ALREADY MADE (Credit: Prev Stmt Bal -$0.00);  CC MIN PAYMENT ALREADY MADE (Checking -$0.00),EMT income x2 (Checking +$3200.0); food x30 (Credit -$1200.0); repay dad (Checking -$500.0); fake loan payment (Checking -$250.0); phone (Checking -$250.0); gas x2 (Credit -$160.0); storage unit rent (Checking -$100.0); car insurance (Checking -$95.0); 
16,20260124,10058.99,0,5694.58,134.33,2070.67,0.0,4364.41,0.0,5694.58,10058.99, ADDTL CC PAYMENT (Checking -$1400.0);  ADDTL CC PAYMENT (Credit: Prev Stmt Bal -$1400.0);  CC INTEREST (Credit: Prev Stmt Bal +$134.33);  CC MIN PAYMENT ALREADY MADE (Credit: Prev Stmt Bal -$0.00);  CC MIN PAYMENT ALREADY MADE (Checking -$0.00),EMT income x3 (Checking +$4800.0); food x31 (Credit -$1240.0); repay dad (Checking -$500.0); fake loan payment (Checking -$250.0); phone (Checking -$250.0); gas x2 (Credit -$160.0); storage unit rent (Checking -$100.0); car insurance (Checking -$95.0); 
17,20260224,10663.99,0,5912.15,137.57,387.42999999999984,0.0,4751.84,0.0,5912.15,10663.99, ADDTL CC PAYMENT (Checking -$1400.0);  ADDTL CC PAYMENT (Credit: Prev Stmt Bal -$1400.0);  CC INTEREST (Credit: Prev Stmt Bal +$137.57);  CC MIN PAYMENT ALREADY MADE (Credit: Prev Stmt Bal -$0.00);  CC MIN PAYMENT ALREADY MADE (Checking -$0.00),EMT income x2 (Checking +$3200.0); food x31 (Credit -$1240.0); repay dad (Checking -$500.0); fake loan payment (Checking -$250.0); phone (Checking -$250.0); gas x3 (Credit -$240.0); storage unit rent (Checking -$100.0); car insurance (Checking -$95.0); 
18,20260324,11268.99,0,5934.98,142.83,582.1700000000001,0.0,5334.01,0.0,5934.98,11268.99, ADDTL CC PAYMENT (Checking -$1400.0);  ADDTL CC PAYMENT (Credit: Prev Stmt Bal -$1400.0);  CC INTEREST (Credit: Prev Stmt Bal +$142.83);  CC MIN PAYMENT ALREADY MADE (Credit: Prev Stmt Bal -$0.00);  CC MIN PAYMENT ALREADY MADE (Checking -$0.00),EMT income x2 (Checking +$3200.0); food x28 (Credit -$1120.0); repay dad (Checking -$500.0); fake loan payment (Checking -$250.0); phone (Checking -$250.0); gas x2 (Credit -$160.0); storage unit rent (Checking -$100.0); car insurance (Checking -$95.0); 
19,20260424,11873.99,0,6078.36,143.38,461.6199999999999,0.0,5795.63,0.0,6078.36,11873.99, ADDTL CC PAYMENT (Checking -$1400.0);  ADDTL CC PAYMENT (Credit: Prev Stmt Bal -$1400.0);  CC INTEREST (Credit: Prev Stmt Bal +$143.38);  CC MIN PAYMENT ALREADY MADE (Credit: Prev Stmt Bal -$0.00);  CC MIN PAYMENT ALREADY MADE (Checking -$0.00),EMT income x2 (Checking +$3200.0); food x31 (Credit -$1240.0); repay dad (Checking -$500.0); fake loan payment (Checking -$250.0); phone (Checking -$250.0); gas x2 (Credit -$160.0); storage unit rent (Checking -$100.0); car insurance (Checking -$95.0); 
20,20260524,12478.99,0,6185.2,146.84,498.15999999999985,0.0,6293.79,0.0,6185.2,12478.99, ADDTL CC PAYMENT (Checking -$1400.0);  ADDTL CC PAYMENT (Credit: Prev Stmt Bal -$1400.0);  CC INTEREST (Credit: Prev Stmt Bal +$146.84);  CC MIN PAYMENT ALREADY MADE (Credit: Prev Stmt Bal -$0.00);  CC MIN PAYMENT ALREADY MADE (Checking -$0.00),EMT income x2 (Checking +$3200.0); food x30 (Credit -$1200.0); repay dad (Checking -$500.0); fake loan payment (Checking -$250.0); phone (Checking -$250.0); gas x2 (Credit -$160.0); storage unit rent (Checking -$100.0); car insurance (Checking -$95.0); 
21,20260624,13083.99,0,6334.62,149.42,455.5799999999999,0.0,6749.37,0.0,6334.62,13083.99, ADDTL CC PAYMENT (Checking -$1400.0);  ADDTL CC PAYMENT (Credit: Prev Stmt Bal -$1400.0);  CC INTEREST (Credit: Prev Stmt Bal +$149.42);  CC MIN PAYMENT ALREADY MADE (Credit: Prev Stmt Bal -$0.00);  CC MIN PAYMENT ALREADY MADE (Checking -$0.00),EMT income x2 (Checking +$3200.0); food x31 (Credit -$1240.0); repay dad (Checking -$500.0); fake loan payment (Checking -$250.0); phone (Checking -$250.0); gas x2 (Credit -$160.0); storage unit rent (Checking -$100.0); car insurance (Checking -$95.0); 
22,20260724,15288.99,0,6447.65,153.03,2091.97,0.0,8841.34,0.0,6447.65,15288.99, ADDTL CC PAYMENT (Checking -$1400.0);  ADDTL CC PAYMENT (Credit: Prev Stmt Bal -$1400.0);  CC INTEREST (Credit: Prev Stmt Bal +$153.03);  CC MIN PAYMENT ALREADY MADE (Credit: Prev Stmt Bal -$0.00);  CC MIN PAYMENT ALREADY MADE (Checking -$0.00),EMT income x3 (Checking +$4800.0); food x30 (Credit -$1200.0); repay dad (Checking -$500.0); fake loan payment (Checking -$250.0); phone (Checking -$250.0); gas x2 (Credit -$160.0); storage unit rent (Checking -$100.0); car insurance (Checking -$95.0); 
23,20260824,15893.99,0,6603.41,155.76,449.2399999999998,0.0,9290.58,0.0,6603.41,15893.99, ADDTL CC PAYMENT (Checking -$1400.0);  ADDTL CC PAYMENT (Credit: Prev Stmt Bal -$1400.0);  CC INTEREST (Credit: Prev Stmt Bal +$155.76);  CC MIN PAYMENT ALREADY MADE (Credit: Prev Stmt Bal -$0.00);  CC MIN PAYMENT ALREADY MADE (Checking -$0.00),EMT income x2 (Checking +$3200.0); food x31 (Credit -$1240.0); repay dad (Checking -$500.0); fake loan payment (Checking -$250.0); phone (Checking -$250.0); gas x2 (Credit -$160.0); storage unit rent (Checking -$100.0); car insurance (Checking -$95.0); 
24,20260924,16998.99,0,6842.94,159.53,865.4699999999998,0.0,10156.050000000003,0.0,6842.94,16998.99, ADDTL CC PAYMENT (Checking -$1400.0);  ADDTL CC PAYMENT (Credit: Prev Stmt Bal -$1400.0);  CC INTEREST (Credit: Prev Stmt Bal +$159.53);  CC MIN PAYMENT ALREADY MADE (Credit: Prev Stmt Bal -$0.00);  CC MIN PAYMENT ALREADY MADE (Checking -$0.00),EMT income x2 (Checking +$3200.0); food x31 (Credit -$1240.0); fake loan payment (Checking -$250.0); phone (Checking -$250.0); gas x3 (Credit -$240.0); storage unit rent (Checking -$100.0); car insurance (Checking -$95.0); 
