,Date,Checking,Credit: Curr Stmt Bal,Credit: Prev Stmt Bal,Memo
50,2023-05-27 00:00:00,5960.0,720.0,1333.59,food ($30.0) ; 
51,2023-05-28 00:00:00,6960.0,1343.59,1333.59,income_1k ($1000.0) ; health insurance ($175.5) ; phone bill ($163.09) ; gas and bus ($100.0) ; car insurance ($89.0) ; gym ($33.0) ; food ($30.0) ; hbo max ($15.0) ; spotify ($10.0) ; hulu ($8.0) ; 
52,2023-05-29 00:00:00,6960.0,1373.59,1333.59,food ($30.0) ; 
53,2023-05-30 00:00:00,6960.0,1403.59,1333.59,food ($30.0) ; 
54,2023-05-31 00:00:00,6960.0,1433.59,1333.59,food ($30.0) ; 
55,2023-06-01 00:00:00,5960.0,1463.59,1333.59,rent_1000_june_1 ($1000.0) ; food ($30.0) ; 
56,2023-06-02 00:00:00,5960.0,1493.59,1333.59,food ($30.0) ; 
57,2023-06-03 00:00:00,5915.99,0.0,2843.52,food ($30.0) ; Credit cc min payment ($44.00847) ; 
58,2023-06-04 00:00:00,5915.99,30.0,2843.52,food ($30.0) ; 
59,2023-06-05 00:00:00,5915.99,60.0,2843.52,food ($30.0) ; 
60,2023-06-06 00:00:00,5915.99,90.0,2843.52,food ($30.0) ; 
61,2023-06-07 00:00:00,5915.99,120.0,2843.52,food ($30.0) ; 
62,2023-06-08 00:00:00,5915.99,150.0,2843.52,food ($30.0) ; 
63,2023-06-09 00:00:00,5915.99,180.0,2843.52,food ($30.0) ; 
64,2023-06-10 00:00:00,5915.99,210.0,2843.52,food ($30.0) ; 
65,2023-06-11 00:00:00,6915.99,240.0,2843.52,income_1k ($1000.0) ; food ($30.0) ; 
66,2023-06-12 00:00:00,6915.99,270.0,2843.52,food ($30.0) ; 
67,2023-06-13 00:00:00,6915.99,300.0,2843.52,food ($30.0) ; 
68,2023-06-14 00:00:00,6915.99,330.0,2843.52,food ($30.0) ; 
69,2023-06-15 00:00:00,6915.99,360.0,2843.52,food ($30.0) ; 
70,2023-06-16 00:00:00,6915.99,390.0,2843.52,food ($30.0) ; 
71,2023-06-17 00:00:00,6915.99,420.0,2843.52,food ($30.0) ; 
72,2023-06-18 00:00:00,6915.99,450.0,2843.52,food ($30.0) ; 
73,2023-06-19 00:00:00,6915.99,480.0,2843.52,food ($30.0) ; 
74,2023-06-20 00:00:00,6915.99,510.0,2843.52,food ($30.0) ; 
75,2023-06-21 00:00:00,6915.99,540.0,2843.52,food ($30.0) ; 
76,2023-06-22 00:00:00,6915.99,570.0,2843.52,food ($30.0) ; 
77,2023-06-23 00:00:00,6915.99,600.0,2843.52,food ($30.0) ; 
78,2023-06-24 00:00:00,6915.99,630.0,2843.52,food ($30.0) ; 
79,2023-06-25 00:00:00,7915.99,660.0,2843.52,income_1k ($1000.0) ; food ($30.0) ; 
80,2023-06-26 00:00:00,7915.99,690.0,2843.52,food ($30.0) ; 
81,2023-06-27 00:00:00,7915.99,720.0,2843.52,food ($30.0) ; 
82,2023-06-28 00:00:00,7915.99,1343.59,2843.52,health insurance ($175.5) ; phone bill ($163.09) ; gas and bus ($100.0) ; car insurance ($89.0) ; gym ($33.0) ; food ($30.0) ; hbo max ($15.0) ; spotify ($10.0) ; hulu ($8.0) ; 
83,2023-06-29 00:00:00,7915.99,1373.59,2843.52,food ($30.0) ; 
84,2023-06-30 00:00:00,7915.99,1403.59,2843.52,food ($30.0) ; 
85,2023-07-01 00:00:00,6915.99,1433.59,2843.52,rent_1000_june_1 ($1000.0) ; food ($30.0) ; 
86,2023-07-02 00:00:00,6915.99,1463.59,2843.52,food ($30.0) ; 
87,2023-07-03 00:00:00,6822.15,0.0,4307.98,food ($30.0) ; Credit cc min payment ($93.83616) ; 
88,2023-07-04 00:00:00,6822.15,30.0,4307.98,food ($30.0) ; 
89,2023-07-05 00:00:00,6822.15,60.0,4307.98,food ($30.0) ; 
90,2023-07-06 00:00:00,6822.15,90.0,4307.98,food ($30.0) ; 
91,2023-07-07 00:00:00,6822.15,120.0,4307.98,food ($30.0) ; 
92,2023-07-08 00:00:00,6822.15,150.0,4307.98,food ($30.0) ; 
93,2023-07-09 00:00:00,7822.15,180.0,4307.98,income_1k ($1000.0) ; food ($30.0) ; 
94,2023-07-10 00:00:00,7822.15,210.0,4307.98,food ($30.0) ; 
95,2023-07-11 00:00:00,7822.15,240.0,4307.98,food ($30.0) ; 
96,2023-07-12 00:00:00,7822.15,270.0,4307.98,food ($30.0) ; 
97,2023-07-13 00:00:00,7822.15,300.0,4307.98,food ($30.0) ; 
98,2023-07-14 00:00:00,7822.15,330.0,4307.98,food ($30.0) ; 
99,2023-07-15 00:00:00,7822.15,360.0,4307.98,food ($30.0) ; 
100,2023-07-16 00:00:00,7822.15,390.0,4307.98,food ($30.0) ; 
101,2023-07-17 00:00:00,7822.15,420.0,4307.98,food ($30.0) ; 
102,2023-07-18 00:00:00,7822.15,450.0,4307.98,food ($30.0) ; 
103,2023-07-19 00:00:00,7822.15,480.0,4307.98,food ($30.0) ; 
104,2023-07-20 00:00:00,7822.15,510.0,4307.98,food ($30.0) ; 
105,2023-07-21 00:00:00,7822.15,540.0,4307.98,food ($30.0) ; 
106,2023-07-22 00:00:00,7822.15,570.0,4307.98,food ($30.0) ; 
107,2023-07-23 00:00:00,8822.15,600.0,4307.98,income_1k ($1000.0) ; food ($30.0) ; 
108,2023-07-24 00:00:00,8822.15,630.0,4307.98,food ($30.0) ; 
109,2023-07-25 00:00:00,8822.15,660.0,4307.98,food ($30.0) ; 
110,2023-07-26 00:00:00,8822.15,690.0,4307.98,food ($30.0) ; 
111,2023-07-27 00:00:00,8822.15,720.0,4307.98,food ($30.0) ; 
112,2023-07-28 00:00:00,8822.15,1343.59,4307.98,health insurance ($175.5) ; phone bill ($163.09) ; gas and bus ($100.0) ; car insurance ($89.0) ; gym ($33.0) ; food ($30.0) ; hbo max ($15.0) ; spotify ($10.0) ; hulu ($8.0) ; 
113,2023-07-29 00:00:00,8822.15,1373.59,4307.98,food ($30.0) ; 
114,2023-07-30 00:00:00,8822.15,1403.59,4307.98,food ($30.0) ; 
115,2023-07-31 00:00:00,8822.15,1433.59,4307.98,food ($30.0) ; 
116,2023-08-01 00:00:00,7822.15,1463.59,4307.98,rent_1000_june_1 ($1000.0) ; food ($30.0) ; 
117,2023-08-02 00:00:00,7822.15,1493.59,4307.98,food ($30.0) ; 
118,2023-08-03 00:00:00,7679.99,0.0,5787.45,food ($30.0) ; Credit cc min payment ($142.16334) ; 
119,2023-08-04 00:00:00,7679.99,30.0,5787.45,food ($30.0) ; 
120,2023-08-05 00:00:00,7679.99,60.0,5787.45,food ($30.0) ; 
121,2023-08-06 00:00:00,8679.99,90.0,5787.45,income_1k ($1000.0) ; food ($30.0) ; 
122,2023-08-07 00:00:00,8679.99,120.0,5787.45,food ($30.0) ; 
123,2023-08-08 00:00:00,8679.99,150.0,5787.45,food ($30.0) ; 
124,2023-08-09 00:00:00,8679.99,180.0,5787.45,food ($30.0) ; 
125,2023-08-10 00:00:00,8679.99,210.0,5787.45,food ($30.0) ; 
126,2023-08-11 00:00:00,8679.99,240.0,5787.45,food ($30.0) ; 
127,2023-08-12 00:00:00,8679.99,270.0,5787.45,food ($30.0) ; 
128,2023-08-13 00:00:00,8679.99,300.0,5787.45,food ($30.0) ; 
129,2023-08-14 00:00:00,8679.99,330.0,5787.45,food ($30.0) ; 
130,2023-08-15 00:00:00,8679.99,360.0,5787.45,food ($30.0) ; 
131,2023-08-16 00:00:00,8679.99,390.0,5787.45,food ($30.0) ; 
132,2023-08-17 00:00:00,8679.99,420.0,5787.45,food ($30.0) ; 
133,2023-08-18 00:00:00,8679.99,450.0,5787.45,food ($30.0) ; 
134,2023-08-19 00:00:00,8679.99,480.0,5787.45,food ($30.0) ; 
135,2023-08-20 00:00:00,9679.99,510.0,5787.45,income_1k ($1000.0) ; food ($30.0) ; 
136,2023-08-21 00:00:00,9679.99,540.0,5787.45,food ($30.0) ; 
137,2023-08-22 00:00:00,9679.99,570.0,5787.45,food ($30.0) ; 
138,2023-08-23 00:00:00,9679.99,600.0,5787.45,food ($30.0) ; 
139,2023-08-24 00:00:00,9679.99,630.0,5787.45,food ($30.0) ; 
140,2023-08-25 00:00:00,9679.99,660.0,5787.45,food ($30.0) ; 
141,2023-08-26 00:00:00,9679.99,690.0,5787.45,food ($30.0) ; 
142,2023-08-27 00:00:00,9679.99,720.0,5787.45,food ($30.0) ; 
143,2023-08-28 00:00:00,9679.99,1343.59,5787.45,health insurance ($175.5) ; phone bill ($163.09) ; gas and bus ($100.0) ; car insurance ($89.0) ; gym ($33.0) ; food ($30.0) ; hbo max ($15.0) ; spotify ($10.0) ; hulu ($8.0) ; 
144,2023-08-29 00:00:00,9679.99,1373.59,5787.45,food ($30.0) ; 
145,2023-08-30 00:00:00,9679.99,1403.59,5787.45,food ($30.0) ; 
146,2023-08-31 00:00:00,9679.99,1433.59,5787.45,food ($30.0) ; 
147,2023-09-01 00:00:00,8679.99,1463.59,5787.45,rent_1000_june_1 ($1000.0) ; food ($30.0) ; 
148,2023-09-02 00:00:00,8679.99,1493.59,5787.45,food ($30.0) ; 
149,2023-09-03 00:00:00,9489.0,0.0,7251.75,income_1k ($1000.0) ; food ($30.0) ; Credit cc min payment ($190.98585) ; 
150,2023-09-04 00:00:00,9489.0,30.0,7251.75,food ($30.0) ; 
151,2023-09-05 00:00:00,9489.0,60.0,7251.75,food ($30.0) ; 
152,2023-09-06 00:00:00,9489.0,90.0,7251.75,food ($30.0) ; 
153,2023-09-07 00:00:00,9489.0,120.0,7251.75,food ($30.0) ; 
154,2023-09-08 00:00:00,9489.0,150.0,7251.75,food ($30.0) ; 
155,2023-09-09 00:00:00,9489.0,180.0,7251.75,food ($30.0) ; 
156,2023-09-10 00:00:00,9489.0,210.0,7251.75,food ($30.0) ; 
157,2023-09-11 00:00:00,9489.0,240.0,7251.75,food ($30.0) ; 
158,2023-09-12 00:00:00,9489.0,270.0,7251.75,food ($30.0) ; 
159,2023-09-13 00:00:00,9489.0,300.0,7251.75,food ($30.0) ; 
160,2023-09-14 00:00:00,9489.0,330.0,7251.75,food ($30.0) ; 
161,2023-09-15 00:00:00,9489.0,360.0,7251.75,food ($30.0) ; 
162,2023-09-16 00:00:00,9489.0,390.0,7251.75,food ($30.0) ; 
163,2023-09-17 00:00:00,10489.0,420.0,7251.75,income_1k ($1000.0) ; food ($30.0) ; 
164,2023-09-18 00:00:00,10489.0,450.0,7251.75,food ($30.0) ; 
165,2023-09-19 00:00:00,10489.0,480.0,7251.75,food ($30.0) ; 
166,2023-09-20 00:00:00,10489.0,510.0,7251.75,food ($30.0) ; 
167,2023-09-21 00:00:00,10489.0,540.0,7251.75,food ($30.0) ; 
168,2023-09-22 00:00:00,10489.0,570.0,7251.75,food ($30.0) ; 
169,2023-09-23 00:00:00,10489.0,600.0,7251.75,food ($30.0) ; 
170,2023-09-24 00:00:00,10489.0,630.0,7251.75,food ($30.0) ; 
171,2023-09-25 00:00:00,10489.0,660.0,7251.75,food ($30.0) ; 
172,2023-09-26 00:00:00,10489.0,690.0,7251.75,food ($30.0) ; 
173,2023-09-27 00:00:00,10489.0,720.0,7251.75,food ($30.0) ; 
174,2023-09-28 00:00:00,10489.0,1343.59,7251.75,health insurance ($175.5) ; phone bill ($163.09) ; gas and bus ($100.0) ; car insurance ($89.0) ; gym ($33.0) ; food ($30.0) ; hbo max ($15.0) ; spotify ($10.0) ; hulu ($8.0) ; 
175,2023-09-29 00:00:00,10489.0,1373.59,7251.75,food ($30.0) ; 
176,2023-09-30 00:00:00,10489.0,1403.59,7251.75,food ($30.0) ; 
177,2023-10-01 00:00:00,10489.0,1433.59,7251.75,income_1k ($1000.0) ; rent_1000_june_1 ($1000.0) ; food ($30.0) ; 
178,2023-10-02 00:00:00,10489.0,1463.59,7251.75,food ($30.0) ; 
179,2023-10-03 00:00:00,10249.69,0.0,8671.06,food ($30.0) ; Credit cc min payment ($239.30775) ; 
180,2023-10-04 00:00:00,10249.69,30.0,8671.06,food ($30.0) ; 
181,2023-10-05 00:00:00,10249.69,60.0,8671.06,food ($30.0) ; 
182,2023-10-06 00:00:00,10249.69,90.0,8671.06,food ($30.0) ; 
183,2023-10-07 00:00:00,10249.69,120.0,8671.06,food ($30.0) ; 
184,2023-10-08 00:00:00,10249.69,150.0,8671.06,food ($30.0) ; 
185,2023-10-09 00:00:00,10249.69,180.0,8671.06,food ($30.0) ; 
186,2023-10-10 00:00:00,10249.69,210.0,8671.06,food ($30.0) ; 
187,2023-10-11 00:00:00,10249.69,240.0,8671.06,food ($30.0) ; 
188,2023-10-12 00:00:00,10249.69,270.0,8671.06,food ($30.0) ; 
189,2023-10-13 00:00:00,10249.69,300.0,8671.06,food ($30.0) ; 
190,2023-10-14 00:00:00,10249.69,330.0,8671.06,food ($30.0) ; 
191,2023-10-15 00:00:00,11249.69,360.0,8671.06,income_1k ($1000.0) ; food ($30.0) ; 
192,2023-10-16 00:00:00,11249.69,390.0,8671.06,food ($30.0) ; 
193,2023-10-17 00:00:00,11249.69,420.0,8671.06,food ($30.0) ; 
194,2023-10-18 00:00:00,11249.69,450.0,8671.06,food ($30.0) ; 
195,2023-10-19 00:00:00,11249.69,480.0,8671.06,food ($30.0) ; 
196,2023-10-20 00:00:00,11249.69,510.0,8671.06,food ($30.0) ; 
197,2023-10-21 00:00:00,11249.69,540.0,8671.06,food ($30.0) ; 
198,2023-10-22 00:00:00,11249.69,570.0,8671.06,food ($30.0) ; 
199,2023-10-23 00:00:00,11249.69,600.0,8671.06,food ($30.0) ; 
200,2023-10-24 00:00:00,11249.69,630.0,8671.06,food ($30.0) ; 
201,2023-10-25 00:00:00,11249.69,660.0,8671.06,food ($30.0) ; 
202,2023-10-26 00:00:00,11249.69,690.0,8671.06,food ($30.0) ; 
203,2023-10-27 00:00:00,11249.69,720.0,8671.06,food ($30.0) ; 
204,2023-10-28 00:00:00,11249.69,1343.59,8671.06,health insurance ($175.5) ; phone bill ($163.09) ; gas and bus ($100.0) ; car insurance ($89.0) ; gym ($33.0) ; food ($30.0) ; hbo max ($15.0) ; spotify ($10.0) ; hulu ($8.0) ; 
205,2023-10-29 00:00:00,12249.69,1373.59,8671.06,income_1k ($1000.0) ; food ($30.0) ; 
206,2023-10-30 00:00:00,12249.69,1403.59,8671.06,food ($30.0) ; 
207,2023-10-31 00:00:00,12249.69,1433.59,8671.06,food ($30.0) ; 
208,2023-11-01 00:00:00,11249.69,1463.59,8671.06,rent_1000_june_1 ($1000.0) ; food ($30.0) ; 
209,2023-11-02 00:00:00,11249.69,1493.59,8671.06,food ($30.0) ; 
210,2023-11-03 00:00:00,10963.550000000001,0.0,10105.84,food ($30.0) ; Credit cc min payment ($286.14498) ; 
211,2023-11-04 00:00:00,10963.550000000001,30.0,10105.84,food ($30.0) ; 
212,2023-11-05 00:00:00,10963.550000000001,60.0,10105.84,food ($30.0) ; 
213,2023-11-06 00:00:00,10963.550000000001,90.0,10105.84,food ($30.0) ; 
214,2023-11-07 00:00:00,10963.550000000001,120.0,10105.84,food ($30.0) ; 
215,2023-11-08 00:00:00,10963.550000000001,150.0,10105.84,food ($30.0) ; 
216,2023-11-09 00:00:00,10963.550000000001,180.0,10105.84,food ($30.0) ; 
217,2023-11-10 00:00:00,10963.550000000001,210.0,10105.84,food ($30.0) ; 
218,2023-11-11 00:00:00,10963.550000000001,240.0,10105.84,food ($30.0) ; 
219,2023-11-12 00:00:00,11963.550000000001,270.0,10105.84,income_1k ($1000.0) ; food ($30.0) ; 
220,2023-11-13 00:00:00,11963.550000000001,300.0,10105.84,food ($30.0) ; 
221,2023-11-14 00:00:00,11963.550000000001,330.0,10105.84,food ($30.0) ; 
222,2023-11-15 00:00:00,11963.550000000001,360.0,10105.84,food ($30.0) ; 
223,2023-11-16 00:00:00,11963.550000000001,390.0,10105.84,food ($30.0) ; 
224,2023-11-17 00:00:00,11963.550000000001,420.0,10105.84,food ($30.0) ; 
225,2023-11-18 00:00:00,11963.550000000001,450.0,10105.84,food ($30.0) ; 
226,2023-11-19 00:00:00,11963.550000000001,480.0,10105.84,food ($30.0) ; 
227,2023-11-20 00:00:00,11963.550000000001,510.0,10105.84,food ($30.0) ; 
228,2023-11-21 00:00:00,11963.550000000001,540.0,10105.84,food ($30.0) ; 
229,2023-11-22 00:00:00,11963.550000000001,570.0,10105.84,food ($30.0) ; 
230,2023-11-23 00:00:00,11963.550000000001,600.0,10105.84,food ($30.0) ; 
231,2023-11-24 00:00:00,11963.550000000001,630.0,10105.84,food ($30.0) ; 
232,2023-11-25 00:00:00,11963.550000000001,660.0,10105.84,food ($30.0) ; 
233,2023-11-26 00:00:00,12963.550000000001,690.0,10105.84,income_1k ($1000.0) ; food ($30.0) ; 
234,2023-11-27 00:00:00,12963.550000000001,720.0,10105.84,food ($30.0) ; 
235,2023-11-28 00:00:00,12963.550000000001,1343.59,10105.84,health insurance ($175.5) ; phone bill ($163.09) ; gas and bus ($100.0) ; car insurance ($89.0) ; gym ($33.0) ; food ($30.0) ; hbo max ($15.0) ; spotify ($10.0) ; hulu ($8.0) ; 
236,2023-11-29 00:00:00,12963.550000000001,1373.59,10105.84,food ($30.0) ; 
237,2023-11-30 00:00:00,12963.550000000001,1403.59,10105.84,food ($30.0) ; 
238,2023-12-01 00:00:00,11963.550000000001,1433.59,10105.84,rent_1000_june_1 ($1000.0) ; food ($30.0) ; 
239,2023-12-02 00:00:00,11963.550000000001,1463.59,10105.84,food ($30.0) ; 
240,2023-12-03 00:00:00,11630.060000000001,0.0,11495.92,food ($30.0) ; Credit cc min payment ($333.49272) ; 
241,2023-12-04 00:00:00,11630.060000000001,30.0,11495.92,food ($30.0) ; 
242,2023-12-05 00:00:00,11630.060000000001,60.0,11495.92,food ($30.0) ; 
243,2023-12-06 00:00:00,11630.060000000001,90.0,11495.92,food ($30.0) ; 
244,2023-12-07 00:00:00,11630.060000000001,120.0,11495.92,food ($30.0) ; 
245,2023-12-08 00:00:00,11630.060000000001,150.0,11495.92,food ($30.0) ; 
246,2023-12-09 00:00:00,11630.060000000001,180.0,11495.92,food ($30.0) ; 
247,2023-12-10 00:00:00,12630.060000000001,210.0,11495.92,income_1k ($1000.0) ; food ($30.0) ; 
248,2023-12-11 00:00:00,12630.060000000001,240.0,11495.92,food ($30.0) ; 
249,2023-12-12 00:00:00,12630.060000000001,270.0,11495.92,food ($30.0) ; 
250,2023-12-13 00:00:00,12630.060000000001,300.0,11495.92,food ($30.0) ; 
251,2023-12-14 00:00:00,12630.060000000001,330.0,11495.92,food ($30.0) ; 
252,2023-12-15 00:00:00,12630.060000000001,360.0,11495.92,food ($30.0) ; 
253,2023-12-16 00:00:00,12630.060000000001,390.0,11495.92,food ($30.0) ; 
254,2023-12-17 00:00:00,12630.060000000001,420.0,11495.92,food ($30.0) ; 
255,2023-12-18 00:00:00,12630.060000000001,450.0,11495.92,food ($30.0) ; 
256,2023-12-19 00:00:00,12630.060000000001,480.0,11495.92,food ($30.0) ; 
257,2023-12-20 00:00:00,12630.060000000001,510.0,11495.92,food ($30.0) ; 
258,2023-12-21 00:00:00,12630.060000000001,540.0,11495.92,food ($30.0) ; 
259,2023-12-22 00:00:00,12630.060000000001,570.0,11495.92,food ($30.0) ; 
260,2023-12-23 00:00:00,12630.060000000001,600.0,11495.92,food ($30.0) ; 
261,2023-12-24 00:00:00,13630.060000000001,630.0,11495.92,income_1k ($1000.0) ; food ($30.0) ; 
262,2023-12-25 00:00:00,13630.060000000001,660.0,11495.92,food ($30.0) ; 
263,2023-12-26 00:00:00,13630.060000000001,690.0,11495.92,food ($30.0) ; 
264,2023-12-27 00:00:00,13630.060000000001,720.0,11495.92,food ($30.0) ; 
265,2023-12-28 00:00:00,13630.060000000001,1343.59,11495.92,health insurance ($175.5) ; phone bill ($163.09) ; gas and bus ($100.0) ; car insurance ($89.0) ; gym ($33.0) ; food ($30.0) ; hbo max ($15.0) ; spotify ($10.0) ; hulu ($8.0) ; 
266,2023-12-29 00:00:00,13630.060000000001,1373.59,11495.92,food ($30.0) ; 
267,2023-12-30 00:00:00,13630.060000000001,1403.59,11495.92,food ($30.0) ; 
268,2023-12-31 00:00:00,13630.060000000001,1433.59,11495.92,food ($30.0) ; 
