,Date,Checking,Credit: Curr Stmt Bal,Credit: Prev Stmt Bal,Dad: Principal Balance,Dad: Interest,Student Loans: Principal Balance,Student Loans: Interest,Marginal Interest,Net Gain,Net Loss,Net Worth,Loan Total,CC Debt Total,Liquid Total,Memo Directives,Memo
31,20241118,2030.73,470.0,10833.92,15400.0,0.0,14916.17,36.75,2.45,0.0,272.45,-39626.11,30352.92,11303.92,2030.73,,phone (Credit -$250.00); food (Credit -$20.00)
32,20241119,2030.73,570.0,10833.92,15400.0,0.0,14916.17,39.2,2.45,0.0,102.45,-39728.560000000005,30355.37,11403.92,2030.73,,gas (Credit -$80.00); food (Credit -$20.00)
33,20241120,2030.73,685.0,10833.92,15400.0,0.0,14916.17,41.65,2.45,0.0,117.45,-39846.01,30357.82,11518.92,2030.73,,car insurance (Credit -$95.00); food (Credit -$20.00)
34,20241121,2030.73,705.0,10833.92,15400.0,0.0,14916.17,44.1,2.45,0.0,22.45,-39868.46,30360.269999999997,11538.92,2030.73,,food (Credit -$20.00)
35,20241122,3630.73,725.0,10833.92,15400.0,0.0,14916.17,46.55,2.45,1577.55,0.0,-38290.91,30362.719999999998,11558.92,3630.73,,EMT income (Checking +$1600.00); food (Credit -$20.00)
36,20241123,3630.73,745.0,10833.92,15400.0,0.0,14916.17,49.0,2.45,0.0,22.45,-38313.36,30365.17,11578.92,3630.73,,food (Credit -$20.00)
37,20241124,3630.73,765.0,10833.92,15400.0,0.0,14916.17,51.45,2.45,0.0,22.45,-38335.810000000005,30367.62,11598.92,3630.73,,food (Credit -$20.00)
38,20241125,3630.73,785.0,10833.92,15400.0,0.0,14916.17,53.9,2.45,0.0,22.45,-38358.26,30370.07,11618.92,3630.73,,food (Credit -$20.00)
39,20241126,3630.73,805.0,10833.92,15400.0,0.0,14916.17,56.35,2.45,0.0,22.45,-38380.71,30372.519999999997,11638.92,3630.73,,food (Credit -$20.00)
40,20241127,3630.73,825.0,10833.92,15400.0,0.0,14916.17,58.8,2.45,0.0,22.45,-38403.16,30374.969999999998,11658.92,3630.73,,food (Credit -$20.00)
41,20241128,3630.73,845.0,10833.92,15400.0,0.0,14916.17,61.25,2.45,0.0,22.45,-38425.61,30377.42,11678.92,3630.73,,food (Credit -$20.00)
42,20241129,3630.73,865.0,10833.92,15400.0,0.0,14916.17,63.7,2.45,0.0,22.45,-38448.060000000005,30379.87,11698.92,3630.73,,food (Credit -$20.00)
43,20241130,3630.73,885.0,10833.92,15400.0,0.0,14916.17,66.15,2.45,0.0,22.45,-38470.51,30382.32,11718.92,3630.73,,food (Credit -$20.00)
44,20241201,3130.73,1005.0,10833.92,14900.0,0.0,14916.17,68.6,2.45,0.0,122.45,-38592.96,29884.769999999997,11838.92,3130.73, LOAN MIN PAYMENT (Dad: Principal Balance -$500.00);  LOAN MIN PAYMENT (Checking -$500.00); ,storage unit rent (Credit -$100.00); food (Credit -$20.00)
45,20241202,3130.73,1115.0,10833.92,14900.0,0.0,14916.17,71.05,2.45,0.0,112.45,-38705.41,29887.219999999998,11948.92,3130.73,,parking (Credit -$50.00); ai daddy (Credit -$20.00); food (Credit -$20.00); hulu (Credit -$20.00)
46,20241203,2657.54,1215.0,10833.92,14900.0,0.0,14766.48,0.0,2.45,0.0,352.45,-39057.86,29666.48,12048.92,2657.54, LOAN MIN PAYMENT (Student Loans: Interest -$73.50);  LOAN MIN PAYMENT (Student Loans: Principal Balance -$149.69);  LOAN MIN PAYMENT (Checking -$223.19); ,fake loan payment (Checking -$250.00); gas (Credit -$80.00); food (Credit -$20.00)
47,20241204,2657.54,1235.0,10833.92,14900.0,0.0,14766.48,2.43,2.43,0.0,22.43,-39080.29,29668.91,12068.92,2657.54,,food (Credit -$20.00)
48,20241205,0.0,1255.0,8176.38,14900.0,0.0,14766.48,4.86,2.43,0.0,22.43,-39102.72,29671.34,9431.380000000001,0.0,ADDTL CC PAYMENT (Checking -$2657.54); ADDTL CC PAYMENT (Credit: Prev Stmt Bal -$2657.54),food (Credit -$20.00)
49,20241206,1600.0,1275.0,8176.38,14900.0,0.0,14766.48,7.29,2.43,1577.57,0.0,-37525.15,29673.77,9451.380000000001,1600.0,,EMT income (Checking +$1600.00); food (Credit -$20.00)
50,20241207,1600.0,0,9733.11,14900.0,0.0,14766.48,9.72,264.16,0.0,284.16,-37809.31,29676.2,9733.11,1600.0,CC INTEREST (Credit: Prev Stmt Bal +$261.73); CC MIN PAYMENT ALREADY MADE (Credit: Prev Stmt Bal -$0.00); CC MIN PAYMENT ALREADY MADE (Checking -$0.00),food (Credit -$20.00)
51,20241208,1600.0,20.0,9733.11,14900.0,0.0,14766.48,12.15,2.43,0.0,22.43,-37831.740000000005,29678.63,9753.11,1600.0,,food (Credit -$20.00)
52,20241209,1600.0,40.0,9733.11,14900.0,0.0,14766.48,14.58,2.43,0.0,22.43,-37854.17,29681.06,9773.11,1600.0,,food (Credit -$20.00)
53,20241210,1600.0,60.0,9733.11,14900.0,0.0,14766.48,17.01,2.43,0.0,22.43,-37876.6,29683.489999999998,9793.11,1600.0,,food (Credit -$20.00)
54,20241211,1600.0,80.0,9733.11,14900.0,0.0,14766.48,19.44,2.43,0.0,22.43,-37899.03,29685.92,9813.11,1600.0,,food (Credit -$20.00)
55,20241212,1600.0,100.0,9733.11,14900.0,0.0,14766.48,21.87,2.43,0.0,22.43,-37921.46,29688.35,9833.11,1600.0,,food (Credit -$20.00)
56,20241213,1600.0,120.0,9733.11,14900.0,0.0,14766.48,24.3,2.43,0.0,22.43,-37943.89,29690.78,9853.11,1600.0,,food (Credit -$20.00)
57,20241214,1600.0,140.0,9733.11,14900.0,0.0,14766.48,26.73,2.43,0.0,22.43,-37966.32,29693.21,9873.11,1600.0,,food (Credit -$20.00)
58,20241215,1600.0,160.0,9733.11,14900.0,0.0,14766.48,29.16,2.43,0.0,22.43,-37988.75,29695.64,9893.11,1600.0,,food (Credit -$20.00)
59,20241216,1600.0,180.0,9733.11,14900.0,0.0,14766.48,31.59,2.43,0.0,22.43,-38011.18,29698.07,9913.11,1600.0,,food (Credit -$20.00)
60,20241217,1600.0,280.0,9733.11,14900.0,0.0,14766.48,34.02,2.43,0.0,102.43,-38113.61,29700.5,10013.11,1600.0,,gas (Credit -$80.00); food (Credit -$20.00)
61,20241218,1600.0,550.0,9733.11,14900.0,0.0,14766.48,36.45,2.43,0.0,272.43,-38386.04,29702.93,10283.11,1600.0,,phone (Credit -$250.00); food (Credit -$20.00)
62,20241219,1600.0,570.0,9733.11,14900.0,0.0,14766.48,38.88,2.43,0.0,22.43,-38408.47,29705.36,10303.11,1600.0,,food (Credit -$20.00)
63,20241220,3200.0,685.0,9733.11,14900.0,0.0,14766.48,41.31,2.43,1482.57,0.0,-36925.9,29707.79,10418.11,3200.0,,EMT income (Checking +$1600.00); car insurance (Credit -$95.00); food (Credit -$20.00)
64,20241221,3200.0,705.0,9733.11,14900.0,0.0,14766.48,43.74,2.43,0.0,22.43,-36948.33,29710.22,10438.11,3200.0,,food (Credit -$20.00)
65,20241222,3200.0,725.0,9733.11,14900.0,0.0,14766.48,46.17,2.43,0.0,22.43,-36970.759999999995,29712.649999999998,10458.11,3200.0,,food (Credit -$20.00)
66,20241223,3200.0,745.0,9733.11,14900.0,0.0,14766.48,48.6,2.43,0.0,22.43,-36993.19,29715.079999999998,10478.11,3200.0,,food (Credit -$20.00)
67,20241224,3200.0,765.0,9733.11,14900.0,0.0,14766.48,51.03,2.43,0.0,22.43,-37015.619999999995,29717.51,10498.11,3200.0,,food (Credit -$20.00)
68,20241225,3200.0,785.0,9733.11,14900.0,0.0,14766.48,53.46,2.43,0.0,22.43,-37038.05,29719.94,10518.11,3200.0,,food (Credit -$20.00)
69,20241226,3200.0,805.0,9733.11,14900.0,0.0,14766.48,55.89,2.43,0.0,22.43,-37060.479999999996,29722.37,10538.11,3200.0,,food (Credit -$20.00)
70,20241227,3200.0,825.0,9733.11,14900.0,0.0,14766.48,58.32,2.43,0.0,22.43,-37082.91,29724.8,10558.11,3200.0,,food (Credit -$20.00)
71,20241228,3200.0,845.0,9733.11,14900.0,0.0,14766.48,60.75,2.43,0.0,22.43,-37105.34,29727.23,10578.11,3200.0,,food (Credit -$20.00)
72,20241229,3200.0,865.0,9733.11,14900.0,0.0,14766.48,63.18,2.43,0.0,22.43,-37127.770000000004,29729.66,10598.11,3200.0,,food (Credit -$20.00)
73,20241230,3200.0,885.0,9733.11,14900.0,0.0,14766.48,65.61,2.43,0.0,22.43,-37150.2,29732.09,10618.11,3200.0,,food (Credit -$20.00)
74,20241231,3200.0,985.0,9733.11,14900.0,0.0,14766.48,68.04,2.43,0.0,102.43,-37252.630000000005,29734.52,10718.11,3200.0,,gas (Credit -$80.00); food (Credit -$20.00)
75,20250101,2700.0,1105.0,9733.11,14400.0,0.0,14766.48,70.47,2.43,0.0,122.43,-37375.06,29236.95,10838.11,2700.0, LOAN MIN PAYMENT (Dad: Principal Balance -$500.00);  LOAN MIN PAYMENT (Checking -$500.00); ,storage unit rent (Credit -$100.00); food (Credit -$20.00)
76,20250102,2700.0,1215.0,9733.11,14400.0,0.0,14766.48,72.9,2.43,0.0,112.43,-37487.490000000005,29239.38,10948.11,2700.0,,parking (Credit -$50.00); ai daddy (Credit -$20.00); hulu (Credit -$20.00); food (Credit -$20.00)
77,20250103,3826.81,1235.0,9733.11,14400.0,0.0,14618.62,0.0,2.43,1327.57,0.0,-36159.92,29018.620000000003,10968.11,3826.81, LOAN MIN PAYMENT (Student Loans: Interest -$75.33);  LOAN MIN PAYMENT (Student Loans: Principal Balance -$147.86);  LOAN MIN PAYMENT (Checking -$223.19); ,EMT income (Checking +$1600.00); fake loan payment (Checking -$250.00); food (Credit -$20.00)
78,20250104,3826.81,1255.0,9733.11,14400.0,0.0,14618.62,2.4,2.4,0.0,22.4,-36182.32000000001,29021.020000000004,10988.11,3826.81,,food (Credit -$20.00)
