,Date,Checking,Credit: Curr Stmt Bal,Credit: Prev Stmt Bal,Marginal Interest,Net Gain,Net Loss,Net Worth,Loan Total,CC Debt Total,Liquid Total,Memo Directives,Memo
14,20240602,2600.0,280.0,7500.0,0.0,0.0,20.0,-5180.0,0.0,7780.0,2600.0,,food (Credit -$20.0); 
15,20240603,2600.0,300.0,7500.0,0.0,0.0,20.0,-5200.0,0.0,7800.0,2600.0,,food (Credit -$20.0); 
16,20240604,2600.0,320.0,7500.0,0.0,0.0,20.0,-5220.0,0.0,7820.0,2600.0,,food (Credit -$20.0); 
17,20240605,0.0,340.0,4900.0,0.0,0.0,20.0,-5240.0,0.0,5240.0,0.0, ADDTL CC PAYMENT (Checking -$2600.0);  ADDTL CC PAYMENT (Credit: Prev Stmt Bal -$2600.0); ,food (Credit -$20.0); 
18,20240606,0.0,360.0,4900.0,0.0,0.0,20.0,-5260.0,0.0,5260.0,0.0,,food (Credit -$20.0); 
19,20240607,1600.0,0,5461.19,181.19,1398.81,0.0,-3861.1899999999996,0.0,5461.19,1600.0, CC INTEREST (Credit: Prev Stmt Bal +$181.19); CC MIN PAYMENT (Credit: Prev Stmt Bal -$256.19); CC MIN PAYMENT (Checking -$256.19);,EMT income (Checking +$1600.0); food (Credit -$20.0); 
20,20240608,1600.0,20.0,5461.19,0.0,0.0,20.0,-3881.1899999999996,0.0,5481.19,1600.0,,food (Credit -$20.0); 
21,20240609,1600.0,40.0,5461.19,0.0,0.0,20.0,-3901.1899999999996,0.0,5501.19,1600.0,,food (Credit -$20.0); 
22,20240610,1600.0,60.0,5461.19,0.0,0.0,20.0,-3921.1899999999996,0.0,5521.19,1600.0,,food (Credit -$20.0); 
23,20240611,1600.0,80.0,5461.19,0.0,0.0,20.0,-3941.1899999999996,0.0,5541.19,1600.0,,food (Credit -$20.0); 
24,20240612,1600.0,100.0,5461.19,0.0,0.0,20.0,-3961.1899999999996,0.0,5561.19,1600.0,,food (Credit -$20.0); 
25,20240613,1600.0,120.0,5461.19,0.0,0.0,20.0,-3981.1899999999996,0.0,5581.19,1600.0,,food (Credit -$20.0); 
26,20240614,1600.0,140.0,5461.19,0.0,0.0,20.0,-4001.1899999999996,0.0,5601.19,1600.0,,food (Credit -$20.0); 
27,20240615,1600.0,160.0,5461.19,0.0,0.0,20.0,-4021.1899999999996,0.0,5621.19,1600.0,,food (Credit -$20.0); 
28,20240616,1600.0,180.0,5461.19,0.0,0.0,20.0,-4041.1899999999996,0.0,5641.19,1600.0,,food (Credit -$20.0); 
29,20240617,1600.0,200.0,5461.19,0.0,0.0,20.0,-4061.1899999999996,0.0,5661.19,1600.0,,food (Credit -$20.0); 
30,20240618,1600.0,220.0,5461.19,0.0,0.0,20.0,-4081.1899999999996,0.0,5681.19,1600.0,,food (Credit -$20.0); 
31,20240619,1600.0,240.0,5461.19,0.0,0.0,20.0,-4101.19,0.0,5701.19,1600.0,,food (Credit -$20.0); 
32,20240620,1600.0,260.0,5461.19,0.0,0.0,20.0,-4121.19,0.0,5721.19,1600.0,,food (Credit -$20.0); 
33,20240621,3200.0,280.0,5461.19,0.0,1580.0,0.0,-2541.1899999999996,0.0,5741.19,3200.0,,EMT income (Checking +$1600.0); food (Credit -$20.0); 
34,20240622,3200.0,300.0,5461.19,0.0,0.0,20.0,-2561.1899999999996,0.0,5761.19,3200.0,,food (Credit -$20.0); 
35,20240623,3200.0,320.0,5461.19,0.0,0.0,20.0,-2581.1899999999996,0.0,5781.19,3200.0,,food (Credit -$20.0); 
36,20240624,3200.0,340.0,5461.19,0.0,0.0,20.0,-2601.1899999999996,0.0,5801.19,3200.0,,food (Credit -$20.0); 
37,20240625,3200.0,360.0,5461.19,0.0,0.0,20.0,-2621.1899999999996,0.0,5821.19,3200.0,,food (Credit -$20.0); 
38,20240626,3200.0,380.0,5461.19,0.0,0.0,20.0,-2641.1899999999996,0.0,5841.19,3200.0,,food (Credit -$20.0); 
39,20240627,3200.0,400.0,5461.19,0.0,0.0,20.0,-2661.1899999999996,0.0,5861.19,3200.0,,food (Credit -$20.0); 
40,20240628,3200.0,420.0,5461.19,0.0,0.0,20.0,-2681.1899999999996,0.0,5881.19,3200.0,,food (Credit -$20.0); 
41,20240629,3200.0,440.0,5461.19,0.0,0.0,20.0,-2701.1899999999996,0.0,5901.19,3200.0,,food (Credit -$20.0); 
42,20240630,3200.0,460.0,5461.19,0.0,0.0,20.0,-2721.1899999999996,0.0,5921.19,3200.0,,food (Credit -$20.0); 
43,20240701,3200.0,480.0,5461.19,0.0,0.0,20.0,-2741.1899999999996,0.0,5941.19,3200.0,,food (Credit -$20.0); 
44,20240702,3200.0,500.0,5461.19,0.0,0.0,20.0,-2761.1899999999996,0.0,5961.19,3200.0,,food (Credit -$20.0); 
45,20240703,3200.0,520.0,5461.19,0.0,0.0,20.0,-2781.1899999999996,0.0,5981.19,3200.0,,food (Credit -$20.0); 
46,20240704,3200.0,540.0,5461.19,0.0,0.0,20.0,-2801.1899999999996,0.0,6001.19,3200.0,,food (Credit -$20.0); 
47,20240705,266.6099999999997,560.0,927.7999999999993,0.0,1580.0,0.0,-1221.1899999999996,0.0,1487.7999999999993,266.6099999999997, ADDTL CC PAYMENT (Checking -$4533.39);  ADDTL CC PAYMENT (Credit: Prev Stmt Bal -$4533.39); ,EMT income (Checking +$1600.0); food (Credit -$20.0); 
48,20240706,266.61,580.0,927.8,0.0,0.0,20.0,-1241.19,0.0,1507.8,266.61,,food (Credit -$20.0); 
49,20240707,266.61,0,1716.36,188.56,0.0,208.56,-1449.75,0.0,1716.36,266.61, CC INTEREST (Credit: Prev Stmt Bal +$188.56); CC MIN PAYMENT (Credit: Prev Stmt Bal -$266.61); CC MIN PAYMENT (Checking -$266.61);,food (Credit -$20.0); 
50,20240708,266.61,20.0,1716.36,0.0,0.0,20.0,-1469.75,0.0,1736.36,266.61,,food (Credit -$20.0); 
51,20240709,266.61,40.0,1716.36,0.0,0.0,20.0,-1489.75,0.0,1756.36,266.61,,food (Credit -$20.0); 
52,20240710,266.61,60.0,1716.36,0.0,0.0,20.0,-1509.75,0.0,1776.36,266.61,,food (Credit -$20.0); 
53,20240711,266.61,80.0,1716.36,0.0,0.0,20.0,-1529.75,0.0,1796.36,266.61,,food (Credit -$20.0); 
54,20240712,266.61,100.0,1716.36,0.0,0.0,20.0,-1549.75,0.0,1816.36,266.61,,food (Credit -$20.0); 
55,20240713,266.61,120.0,1716.36,0.0,0.0,20.0,-1569.75,0.0,1836.36,266.61,,food (Credit -$20.0); 
56,20240714,266.61,140.0,1716.36,0.0,0.0,20.0,-1589.75,0.0,1856.36,266.61,,food (Credit -$20.0); 
57,20240715,266.61,160.0,1716.36,0.0,0.0,20.0,-1609.75,0.0,1876.36,266.61,,food (Credit -$20.0); 
58,20240716,266.61,180.0,1716.36,0.0,0.0,20.0,-1629.75,0.0,1896.36,266.61,,food (Credit -$20.0); 
59,20240717,266.61,200.0,1716.36,0.0,0.0,20.0,-1649.75,0.0,1916.36,266.61,,food (Credit -$20.0); 
60,20240718,266.61,220.0,1716.36,0.0,0.0,20.0,-1669.75,0.0,1936.36,266.61,,food (Credit -$20.0); 
61,20240719,1866.61,240.0,1716.36,0.0,1580.0,0.0,-89.75,0.0,1956.36,1866.61,,EMT income (Checking +$1600.0); food (Credit -$20.0); 
62,20240720,1866.61,260.0,1716.36,0.0,0.0,20.0,-109.75,0.0,1976.36,1866.61,,food (Credit -$20.0); 
63,20240721,1866.61,280.0,1716.36,0.0,0.0,20.0,-129.75,0.0,1996.36,1866.61,,food (Credit -$20.0); 
64,20240722,1866.61,300.0,1716.36,0.0,0.0,20.0,-149.75,0.0,2016.36,1866.61,,food (Credit -$20.0); 
65,20240723,1866.61,320.0,1716.36,0.0,0.0,20.0,-169.75,0.0,2036.36,1866.61,,food (Credit -$20.0); 
66,20240724,1866.61,340.0,1716.36,0.0,0.0,20.0,-189.75,0.0,2056.3599999999997,1866.61,,food (Credit -$20.0); 
67,20240725,1866.61,360.0,1716.36,0.0,0.0,20.0,-209.75,0.0,2076.3599999999997,1866.61,,food (Credit -$20.0); 
68,20240726,1866.61,380.0,1716.36,0.0,0.0,20.0,-229.75,0.0,2096.3599999999997,1866.61,,food (Credit -$20.0); 
69,20240727,1866.61,400.0,1716.36,0.0,0.0,20.0,-249.75,0.0,2116.3599999999997,1866.61,,food (Credit -$20.0); 
70,20240728,1866.61,420.0,1716.36,0.0,0.0,20.0,-269.75,0.0,2136.3599999999997,1866.61,,food (Credit -$20.0); 
71,20240729,1866.61,440.0,1716.36,0.0,0.0,20.0,-289.75,0.0,2156.3599999999997,1866.61,,food (Credit -$20.0); 
72,20240730,1866.61,460.0,1716.36,0.0,0.0,20.0,-309.75,0.0,2176.3599999999997,1866.61,,food (Credit -$20.0); 
73,20240731,1866.61,480.0,1716.36,0.0,0.0,20.0,-329.75,0.0,2196.3599999999997,1866.61,,food (Credit -$20.0); 
74,20240801,1866.61,500.0,1716.36,0.0,0.0,20.0,-349.75,0.0,2216.3599999999997,1866.61,,food (Credit -$20.0); 
75,20240802,3466.61,520.0,1716.36,0.0,1580.0,0.0,1230.2500000000002,0.0,2236.3599999999997,3466.61,,EMT income (Checking +$1600.0); food (Credit -$20.0); 
76,20240803,3466.61,540.0,1716.36,0.0,0.0,20.0,1210.2500000000002,0.0,2256.3599999999997,3466.61,,food (Credit -$20.0); 
77,20240804,3466.61,560.0,1716.36,0.0,0.0,20.0,1190.2500000000002,0.0,2276.3599999999997,3466.61,,food (Credit -$20.0); 
78,20240805,1170.25,0.0,0.0,0.0,0.0,20.0,1170.25,0.0,0.0,1170.25, ADDTL CC PAYMENT (Checking -$2296.36);  ADDTL CC PAYMENT (Credit: Curr Stmt Bal -$580.0);  ADDTL CC PAYMENT (Checking -$2296.36);  ADDTL CC PAYMENT (Credit: Prev Stmt Bal -$1716.36); ,food (Credit -$20.0); 
79,20240806,1170.25,20.0,0.0,0.0,0.0,20.0,1150.25,0.0,20.0,1170.25,,food (Credit -$20.0); 
80,20240807,1170.25,0,241.17,201.17,0.0,221.17,929.08,0.0,241.17,1170.25, CC INTEREST (Credit: Prev Stmt Bal +$201.17); CC MIN PAYMENT (Credit: Prev Stmt Bal -$284.44); CC MIN PAYMENT (Checking -$284.44);,food (Credit -$20.0); 
81,20240808,1170.25,20.0,241.17,0.0,0.0,20.0,909.08,0.0,261.16999999999996,1170.25,,food (Credit -$20.0); 
82,20240809,1170.25,40.0,241.17,0.0,0.0,20.0,889.08,0.0,281.16999999999996,1170.25,,food (Credit -$20.0); 
83,20240810,1170.25,60.0,241.17,0.0,0.0,20.0,869.08,0.0,301.16999999999996,1170.25,,food (Credit -$20.0); 
84,20240811,1170.25,80.0,241.17,0.0,0.0,20.0,849.08,0.0,321.16999999999996,1170.25,,food (Credit -$20.0); 
85,20240812,1170.25,100.0,241.17,0.0,0.0,20.0,829.08,0.0,341.16999999999996,1170.25,,food (Credit -$20.0); 
86,20240813,1170.25,120.0,241.17,0.0,0.0,20.0,809.08,0.0,361.16999999999996,1170.25,,food (Credit -$20.0); 
87,20240814,1170.25,140.0,241.17,0.0,0.0,20.0,789.08,0.0,381.16999999999996,1170.25,,food (Credit -$20.0); 
88,20240815,1170.25,160.0,241.17,0.0,0.0,20.0,769.08,0.0,401.16999999999996,1170.25,,food (Credit -$20.0); 
89,20240816,2770.25,180.0,241.17,0.0,1580.0,0.0,2349.08,0.0,421.16999999999996,2770.25,,EMT income (Checking +$1600.0); food (Credit -$20.0); 
90,20240817,2770.25,200.0,241.17,0.0,0.0,20.0,2329.08,0.0,441.16999999999996,2770.25,,food (Credit -$20.0); 
91,20240818,2770.25,220.0,241.17,0.0,0.0,20.0,2309.08,0.0,461.16999999999996,2770.25,,food (Credit -$20.0); 
92,20240819,2770.25,240.0,241.17,0.0,0.0,20.0,2289.08,0.0,481.16999999999996,2770.25,,food (Credit -$20.0); 
93,20240820,2770.25,260.0,241.17,0.0,0.0,20.0,2269.08,0.0,501.16999999999996,2770.25,,food (Credit -$20.0); 
94,20240821,2770.25,280.0,241.17,0.0,0.0,20.0,2249.08,0.0,521.17,2770.25,,food (Credit -$20.0); 
95,20240822,2770.25,300.0,241.17,0.0,0.0,20.0,2229.08,0.0,541.17,2770.25,,food (Credit -$20.0); 
96,20240823,2770.25,320.0,241.17,0.0,0.0,20.0,2209.08,0.0,561.17,2770.25,,food (Credit -$20.0); 
97,20240824,2770.25,340.0,241.17,0.0,0.0,20.0,2189.08,0.0,581.17,2770.25,,food (Credit -$20.0); 
98,20240825,2770.25,360.0,241.17,0.0,0.0,20.0,2169.08,0.0,601.17,2770.25,,food (Credit -$20.0); 
99,20240826,2770.25,380.0,241.17,0.0,0.0,20.0,2149.08,0.0,621.17,2770.25,,food (Credit -$20.0); 
100,20240827,2770.25,400.0,241.17,0.0,0.0,20.0,2129.08,0.0,641.17,2770.25,,food (Credit -$20.0); 
101,20240828,2770.25,420.0,241.17,0.0,0.0,20.0,2109.08,0.0,661.17,2770.25,,food (Credit -$20.0); 
102,20240829,2770.25,440.0,241.17,0.0,0.0,20.0,2089.08,0.0,681.17,2770.25,,food (Credit -$20.0); 
103,20240830,4370.25,460.0,241.17,0.0,1580.0,0.0,3669.08,0.0,701.17,4370.25,,EMT income (Checking +$1600.0); food (Credit -$20.0); 
104,20240831,4370.25,480.0,241.17,0.0,0.0,20.0,3649.08,0.0,721.17,4370.25,,food (Credit -$20.0); 
105,20240901,4370.25,500.0,241.17,0.0,0.0,20.0,3629.08,0.0,741.17,4370.25,,food (Credit -$20.0); 
