,Date,Checking,Credit: Curr Stmt Bal,Credit: Prev Stmt Bal,Dad: Principal Balance,Dad: Interest,Student Loans: Principal Balance,Student Loans: Interest,Marginal Interest,Net Gain,Net Loss,Net Worth,Loan Total,CC Debt Total,Liquid Total,Memo Directives,Memo
31,20241118,2030.73,470.0,10833.92,15400.0,0.0,14916.17,36.75,2.45,0.0,272.45,-39626.11,30352.92,11303.92,2030.73,,phone (Credit -$250.00); food (Credit -$20.00)
32,20241119,2030.73,570.0,10833.92,15400.0,0.0,14916.17,39.2,2.45,0.0,102.45,-39728.560000000005,30355.37,11403.92,2030.73,,gas (Credit -$80.00); food (Credit -$20.00)
33,20241120,2030.73,685.0,10833.92,15400.0,0.0,14916.17,41.65,2.45,0.0,117.45,-39846.01,30357.82,11518.92,2030.73,,car insurance (Credit -$95.00); food (Credit -$20.00)
34,20241121,2030.73,705.0,10833.92,15400.0,0.0,14916.17,44.1,2.45,0.0,22.45,-39868.46,30360.269999999997,11538.92,2030.73,,food (Credit -$20.00)
35,20241122,3630.73,725.0,10833.92,15400.0,0.0,14916.17,46.55,2.45,1577.55,0.0,-38290.91,30362.719999999998,11558.92,3630.73,,EMT income (Checking +$1600.00); food (Credit -$20.00)
36,20241123,3630.73,745.0,10833.92,15400.0,0.0,14916.17,49.0,2.45,0.0,22.45,-38313.36,30365.17,11578.92,3630.73,,food (Credit -$20.00)
37,20241124,3630.73,765.0,10833.92,15400.0,0.0,14916.17,51.45,2.45,0.0,22.45,-38335.810000000005,30367.62,11598.92,3630.73,,food (Credit -$20.00)
38,20241125,3630.73,785.0,10833.92,15400.0,0.0,14916.17,53.9,2.45,0.0,22.45,-38358.26,30370.07,11618.92,3630.73,,food (Credit -$20.00)
39,20241126,3630.73,805.0,10833.92,15400.0,0.0,14916.17,56.35,2.45,0.0,22.45,-38380.71,30372.519999999997,11638.92,3630.73,,food (Credit -$20.00)
40,20241127,3630.73,825.0,10833.92,15400.0,0.0,14916.17,58.8,2.45,0.0,22.45,-38403.16,30374.969999999998,11658.92,3630.73,,food (Credit -$20.00)
41,20241128,3630.73,845.0,10833.92,15400.0,0.0,14916.17,61.25,2.45,0.0,22.45,-38425.61,30377.42,11678.92,3630.73,,food (Credit -$20.00)
42,20241129,3630.73,865.0,10833.92,15400.0,0.0,14916.17,63.7,2.45,0.0,22.45,-38448.060000000005,30379.87,11698.92,3630.73,,food (Credit -$20.00)
43,20241130,3630.73,885.0,10833.92,15400.0,0.0,14916.17,66.15,2.45,0.0,22.45,-38470.51,30382.32,11718.92,3630.73,,food (Credit -$20.00)
44,20241201,3130.73,1005.0,10833.92,14900.0,0.0,14916.17,68.6,2.45,0.0,122.45,-38592.96,29884.769999999997,11838.92,3130.73, LOAN MIN PAYMENT (Dad: Principal Balance -$500.00);  LOAN MIN PAYMENT (Checking -$500.00); ,storage unit rent (Credit -$100.00); food (Credit -$20.00)
45,20241202,3130.73,1115.0,10833.92,14900.0,0.0,14916.17,71.05,2.45,0.0,112.45,-38705.41,29887.219999999998,11948.92,3130.73,,parking (Credit -$50.00); ai daddy (Credit -$20.00); hulu (Credit -$20.00); food (Credit -$20.00)
46,20241203,2907.54,1215.0,10833.92,14900.0,0.0,14766.48,0.0,2.45,0.0,102.45,-38807.86,29666.48,12048.92,2907.54, LOAN MIN PAYMENT (Student Loans: Interest -$73.50);  LOAN MIN PAYMENT (Student Loans: Principal Balance -$149.69);  LOAN MIN PAYMENT (Checking -$223.19); ,gas (Credit -$80.00); food (Credit -$20.00)
47,20241204,2907.54,1235.0,10833.92,14900.0,0.0,14766.48,2.43,2.43,0.0,22.43,-38830.29,29668.91,12068.92,2907.54,,food (Credit -$20.00)
48,20241205,0.0,1255.0,7926.38,14900.0,0.0,14766.48,4.86,2.43,0.0,22.43,-38852.72,29671.34,9181.380000000001,0.0,ADDTL CC PAYMENT (Checking -$2907.54); ADDTL CC PAYMENT (Credit: Prev Stmt Bal -$2907.54),food (Credit -$20.00)
49,20241206,1600.0,1275.0,7926.38,14900.0,0.0,14766.48,7.29,2.43,1577.57,0.0,-37275.15,29673.77,9201.380000000001,1600.0,,EMT income (Checking +$1600.00); food (Credit -$20.00)
50,20241207,1600.0,0,9483.11,14900.0,0.0,14766.48,9.72,264.16,0.0,284.16,-37559.31,29676.2,9483.11,1600.0,CC INTEREST (Credit: Prev Stmt Bal +$261.73); CC MIN PAYMENT ALREADY MADE (Credit: Prev Stmt Bal -$0.00); CC MIN PAYMENT ALREADY MADE (Checking -$0.00),food (Credit -$20.00)
51,20241208,1600.0,20.0,9483.11,14900.0,0.0,14766.48,12.15,2.43,0.0,22.43,-37581.740000000005,29678.63,9503.11,1600.0,,food (Credit -$20.00)
52,20241209,1600.0,40.0,9483.11,14900.0,0.0,14766.48,14.58,2.43,0.0,22.43,-37604.17,29681.06,9523.11,1600.0,,food (Credit -$20.00)
53,20241210,1600.0,60.0,9483.11,14900.0,0.0,14766.48,17.01,2.43,0.0,22.43,-37626.6,29683.489999999998,9543.11,1600.0,,food (Credit -$20.00)
