,Date,Checking,Credit: Curr Stmt Bal,Credit: Prev Stmt Bal,Loan A: Principal Balance,Loan A: Interest,Loan B: Principal Balance,Loan B: Interest,Loan C: Principal Balance,Loan C: Interest,Loan D: Principal Balance,Loan D: Interest,Loan E: Principal Balance,Loan E: Interest,Tax Debt: Principal Balance,Tax Debt: Interest,Memo
21,2023-04-28 00:00:00,3656.62,1753.86,7351.2,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,rent 2034_33rd_thru_May ($1918.0) ; health insurance ($175.5) ; phone bill ($163.09) ; internet thru_May ($100.0) ; gas and bus ($100.0) ; car insurance ($89.0) ; gym ($33.0) ; food ($30.0) ; hbo max ($15.0) ; spotify ($10.0) ; hulu ($8.0) ; 
22,2023-04-29 00:00:00,3656.62,1783.86,7351.2,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
23,2023-04-30 00:00:00,4106.62,1813.86,7351.2,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,unemployment income ends july 1 ($450.0) ; food ($30.0) ; 
24,2023-05-01 00:00:00,4106.62,1843.86,7351.2,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
25,2023-05-02 00:00:00,4106.62,1873.86,7351.2,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
26,2023-05-03 00:00:00,3864.0299999999997,0.0,9179.76,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; Credit cc min payment ($242.58960000000002) ; 
27,2023-05-04 00:00:00,3864.0299999999997,30.0,9179.76,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
28,2023-05-05 00:00:00,3864.0299999999997,60.0,9179.76,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
29,2023-05-06 00:00:00,3864.0299999999997,90.0,9179.76,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
30,2023-05-07 00:00:00,4314.03,120.0,9179.76,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,unemployment income ends july 1 ($450.0) ; food ($30.0) ; 
31,2023-05-08 00:00:00,4314.03,150.0,9179.76,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
32,2023-05-09 00:00:00,4314.03,180.0,9179.76,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
33,2023-05-10 00:00:00,4314.03,210.0,9179.76,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
34,2023-05-11 00:00:00,4314.03,240.0,9179.76,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
35,2023-05-12 00:00:00,4314.03,270.0,9179.76,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
36,2023-05-13 00:00:00,4314.03,300.0,9179.76,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
37,2023-05-14 00:00:00,4764.03,330.0,9179.76,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,unemployment income ends july 1 ($450.0) ; food ($30.0) ; 
38,2023-05-15 00:00:00,4764.03,360.0,9179.76,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
39,2023-05-16 00:00:00,4764.03,390.0,9179.76,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
40,2023-05-17 00:00:00,4764.03,420.0,9179.76,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
41,2023-05-18 00:00:00,4764.03,450.0,9179.76,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
42,2023-05-19 00:00:00,4764.03,480.0,9179.76,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
43,2023-05-20 00:00:00,4764.03,510.0,9179.76,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
44,2023-05-21 00:00:00,5214.03,540.0,9179.76,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,unemployment income ends july 1 ($450.0) ; food ($30.0) ; 
45,2023-05-22 00:00:00,5214.03,570.0,9179.76,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
46,2023-05-23 00:00:00,5214.03,600.0,9179.76,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
47,2023-05-24 00:00:00,5214.03,630.0,9179.76,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
48,2023-05-25 00:00:00,5214.03,660.0,9179.76,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
49,2023-05-26 00:00:00,5214.03,690.0,9179.76,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
50,2023-05-27 00:00:00,5214.03,720.0,9179.76,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
51,2023-05-28 00:00:00,3746.0299999999997,1443.59,9179.76,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,unemployment income ends july 1 ($450.0) ; rent 2034_33rd_thru_May ($1918.0) ; health insurance ($175.5) ; phone bill ($163.09) ; internet thru_May ($100.0) ; gas and bus ($100.0) ; car insurance ($89.0) ; gym ($33.0) ; food ($30.0) ; hbo max ($15.0) ; spotify ($10.0) ; hulu ($8.0) ; 
52,2023-05-29 00:00:00,3746.0299999999997,1473.59,9179.76,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
53,2023-05-30 00:00:00,3746.0299999999997,1503.59,9179.76,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
54,2023-05-31 00:00:00,3746.0299999999997,1533.59,9179.76,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
55,2023-06-01 00:00:00,1846.0299999999997,1563.59,8079.76,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,cyclical billing total ($1100.0) ; rent Mom June 1 ($800.0) ; food ($30.0) ; 
56,2023-06-02 00:00:00,1846.0299999999997,1593.59,8079.76,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
57,2023-06-03 00:00:00,1579.3999999999996,0.0,9620.59,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; Credit cc min payment ($266.63208000000003) ; 
58,2023-06-04 00:00:00,2029.3999999999996,30.0,9620.59,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,unemployment income ends july 1 ($450.0) ; food ($30.0) ; 
59,2023-06-05 00:00:00,2029.3999999999996,60.0,9620.59,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
60,2023-06-06 00:00:00,2029.3999999999996,90.0,9620.59,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
61,2023-06-07 00:00:00,2029.3999999999996,120.0,9620.59,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
62,2023-06-08 00:00:00,2029.3999999999996,150.0,9620.59,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
63,2023-06-09 00:00:00,2029.3999999999996,180.0,9620.59,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
64,2023-06-10 00:00:00,2029.3999999999996,210.0,9620.59,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
65,2023-06-11 00:00:00,2479.3999999999996,240.0,9620.59,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,unemployment income ends july 1 ($450.0) ; food ($30.0) ; 
66,2023-06-12 00:00:00,2479.3999999999996,270.0,9620.59,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
67,2023-06-13 00:00:00,2479.3999999999996,300.0,9620.59,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
68,2023-06-14 00:00:00,2479.3999999999996,330.0,9620.59,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
69,2023-06-15 00:00:00,2479.3999999999996,360.0,9620.59,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
70,2023-06-16 00:00:00,2479.3999999999996,390.0,9620.59,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
71,2023-06-17 00:00:00,2479.3999999999996,420.0,9620.59,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
72,2023-06-18 00:00:00,2929.3999999999996,450.0,9620.59,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,unemployment income ends july 1 ($450.0) ; food ($30.0) ; 
73,2023-06-19 00:00:00,2929.3999999999996,480.0,9620.59,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
74,2023-06-20 00:00:00,2929.3999999999996,510.0,9620.59,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
75,2023-06-21 00:00:00,2929.3999999999996,540.0,9620.59,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
76,2023-06-22 00:00:00,2929.3999999999996,570.0,9620.59,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
77,2023-06-23 00:00:00,2929.3999999999996,600.0,9620.59,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
78,2023-06-24 00:00:00,2929.3999999999996,630.0,9620.59,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
79,2023-06-25 00:00:00,3379.3999999999996,660.0,9620.59,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,unemployment income ends july 1 ($450.0) ; food ($30.0) ; 
80,2023-06-26 00:00:00,3379.3999999999996,690.0,9620.59,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
81,2023-06-27 00:00:00,3379.3999999999996,720.0,9620.59,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
82,2023-06-28 00:00:00,3379.3999999999996,1343.59,9620.59,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,health insurance ($175.5) ; phone bill ($163.09) ; gas and bus ($100.0) ; car insurance ($89.0) ; gym ($33.0) ; food ($30.0) ; hbo max ($15.0) ; spotify ($10.0) ; hulu ($8.0) ; 
83,2023-06-29 00:00:00,3379.3999999999996,1373.59,9620.59,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
84,2023-06-30 00:00:00,3379.3999999999996,1403.59,9620.59,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
85,2023-07-01 00:00:00,1479.3999999999996,1433.59,8520.59,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,cyclical billing total ($1100.0) ; rent Mom June 1 ($800.0) ; food ($30.0) ; 
86,2023-07-02 00:00:00,2799.3999999999996,1463.59,8520.59,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,EMT income work for 3 months ($1320.0) ; food ($30.0) ; 
87,2023-07-03 00:00:00,2518.22,0.0,9926.9,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; Credit cc min payment ($281.17947000000004) ; 
88,2023-07-04 00:00:00,2518.22,30.0,9926.9,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
89,2023-07-05 00:00:00,2518.22,60.0,9926.9,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
90,2023-07-06 00:00:00,2518.22,90.0,9926.9,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
91,2023-07-07 00:00:00,2518.22,120.0,9926.9,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
92,2023-07-08 00:00:00,2518.22,150.0,9926.9,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
93,2023-07-09 00:00:00,2518.22,180.0,9926.9,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
94,2023-07-10 00:00:00,2518.22,210.0,9926.9,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
95,2023-07-11 00:00:00,2518.22,240.0,9926.9,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
96,2023-07-12 00:00:00,2518.22,270.0,9926.9,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
97,2023-07-13 00:00:00,2518.22,300.0,9926.9,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
98,2023-07-14 00:00:00,2518.22,330.0,9926.9,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
99,2023-07-15 00:00:00,2518.22,360.0,9926.9,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
100,2023-07-16 00:00:00,3838.22,390.0,9926.9,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,EMT income work for 3 months ($1320.0) ; food ($30.0) ; 
101,2023-07-17 00:00:00,3838.22,420.0,9926.9,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
102,2023-07-18 00:00:00,3838.22,450.0,9926.9,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
103,2023-07-19 00:00:00,3838.22,480.0,9926.9,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
104,2023-07-20 00:00:00,3838.22,510.0,9926.9,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
105,2023-07-21 00:00:00,3838.22,540.0,9926.9,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
106,2023-07-22 00:00:00,3838.22,570.0,9926.9,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
107,2023-07-23 00:00:00,3838.22,600.0,9926.9,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
108,2023-07-24 00:00:00,3838.22,630.0,9926.9,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
109,2023-07-25 00:00:00,3838.22,660.0,9926.9,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
110,2023-07-26 00:00:00,3838.22,690.0,9926.9,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
111,2023-07-27 00:00:00,3838.22,720.0,9926.9,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
112,2023-07-28 00:00:00,3838.22,1343.59,9926.9,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,health insurance ($175.5) ; phone bill ($163.09) ; gas and bus ($100.0) ; car insurance ($89.0) ; gym ($33.0) ; food ($30.0) ; hbo max ($15.0) ; spotify ($10.0) ; hulu ($8.0) ; 
113,2023-07-29 00:00:00,3838.22,1373.59,9926.9,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
114,2023-07-30 00:00:00,5158.219999999999,1403.59,9926.9,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,EMT income work for 3 months ($1320.0) ; food ($30.0) ; 
115,2023-07-31 00:00:00,5158.219999999999,1433.59,9926.9,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
116,2023-08-01 00:00:00,3258.2199999999993,1463.59,8826.9,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,cyclical billing total ($1100.0) ; rent Mom June 1 ($800.0) ; food ($30.0) ; 
117,2023-08-02 00:00:00,3258.2199999999993,1493.59,8826.9,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
118,2023-08-03 00:00:00,2966.9299999999994,0.0,10260.07,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; Credit cc min payment ($291.28770000000003) ; 
119,2023-08-04 00:00:00,2966.9299999999994,30.0,10260.07,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
120,2023-08-05 00:00:00,2966.9299999999994,60.0,10260.07,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
121,2023-08-06 00:00:00,2966.9299999999994,90.0,10260.07,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
122,2023-08-07 00:00:00,2966.9299999999994,120.0,10260.07,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
123,2023-08-08 00:00:00,2966.9299999999994,150.0,10260.07,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
124,2023-08-09 00:00:00,2966.9299999999994,180.0,10260.07,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
125,2023-08-10 00:00:00,2966.9299999999994,210.0,10260.07,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
126,2023-08-11 00:00:00,2966.9299999999994,240.0,10260.07,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
127,2023-08-12 00:00:00,2966.9299999999994,270.0,10260.07,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
128,2023-08-13 00:00:00,4286.929999999999,300.0,10260.07,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,EMT income work for 3 months ($1320.0) ; food ($30.0) ; 
129,2023-08-14 00:00:00,4286.929999999999,330.0,10260.07,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
130,2023-08-15 00:00:00,4286.929999999999,360.0,10260.07,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
131,2023-08-16 00:00:00,4286.929999999999,390.0,10260.07,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
