Date,Date,Checking,Credit: Curr Stmt Bal,Credit: Prev Stmt Bal,Loan A: Principal Balance,Loan A: Interest,Loan B: Principal Balance,Loan B: Interest,Loan C: Principal Balance,Loan C: Interest,Loan D: Principal Balance,Loan D: Interest,Loan E: Principal Balance,Loan E: Interest,Tax Debt: Principal Balance,Tax Debt: Interest,Memo
2023-04-30,2023-04-30 00:00:00,4014.0299999999997,1240.5,7896.17,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,unemployment income ($450.0) ; food ($30.0) ; 
2023-05-01,2023-05-01 00:00:00,1796.0299999999997,1533.59,7896.17,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,2034 33rd ave rent ($1918.0) ; 2034 33rd ave utilities ($300.0) ; phone bill ($163.09) ; gas and bus ($100.0) ; food ($30.0) ; 
2023-05-02,2023-05-02 00:00:00,1796.0299999999997,1563.59,7896.17,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
2023-05-03,2023-05-03 00:00:00,1535.4599999999998,0.0,9408.88,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; Credit cc min payment ($260.57361000000003) ; 
2023-05-04,2023-05-04 00:00:00,1535.4599999999998,30.0,9408.88,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
2023-05-05,2023-05-05 00:00:00,1535.4599999999998,60.0,9408.88,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
2023-05-06,2023-05-06 00:00:00,1535.4599999999998,90.0,9408.88,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
2023-05-07,2023-05-07 00:00:00,1985.4599999999998,163.0,9408.88,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,unemployment income ($450.0) ; gym ($33.0) ; food ($30.0) ; spotify ($10.0) ; 
2023-05-08,2023-05-08 00:00:00,1985.4599999999998,193.0,9408.88,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
2023-05-09,2023-05-09 00:00:00,1985.4599999999998,223.0,9408.88,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
2023-05-10,2023-05-10 00:00:00,1985.4599999999998,253.0,9408.88,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
2023-05-11,2023-05-11 00:00:00,1985.4599999999998,283.0,9408.88,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
2023-05-12,2023-05-12 00:00:00,1985.4599999999998,313.0,9408.88,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
2023-05-13,2023-05-13 00:00:00,1985.4599999999998,343.0,9408.88,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
2023-05-14,2023-05-14 00:00:00,2435.46,373.0,9408.88,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,unemployment income ($450.0) ; food ($30.0) ; 
2023-05-15,2023-05-15 00:00:00,2435.46,403.0,9408.88,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
2023-05-16,2023-05-16 00:00:00,2435.46,433.0,9408.88,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
2023-05-17,2023-05-17 00:00:00,2435.46,552.0,9408.88,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,car insurance ($89.0) ; food ($30.0) ; 
2023-05-18,2023-05-18 00:00:00,2435.46,582.0,9408.88,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
2023-05-19,2023-05-19 00:00:00,2435.46,635.0,9408.88,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; hbo max ($15.0) ; hulu ($8.0) ; 
2023-05-20,2023-05-20 00:00:00,2435.46,665.0,9408.88,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
2023-05-21,2023-05-21 00:00:00,2885.46,870.5,9408.88,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,unemployment income ($450.0) ; health insurance ($175.5) ; food ($30.0) ; 
2023-05-22,2023-05-22 00:00:00,2885.46,900.5,9408.88,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
2023-05-23,2023-05-23 00:00:00,2885.46,930.5,9408.88,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
2023-05-24,2023-05-24 00:00:00,2885.46,960.5,9408.88,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
2023-05-25,2023-05-25 00:00:00,2885.46,990.5,9408.88,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
2023-05-26,2023-05-26 00:00:00,2885.46,1020.5,9408.88,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
2023-05-27,2023-05-27 00:00:00,2885.46,1150.5,9408.88,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,internet ($100.0) ; food ($30.0) ; 
2023-05-28,2023-05-28 00:00:00,3335.46,1180.5,9408.88,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,unemployment income ($450.0) ; food ($30.0) ; 
2023-05-29,2023-05-29 00:00:00,3335.46,1210.5,9408.88,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
2023-05-30,2023-05-30 00:00:00,3335.46,1240.5,9408.88,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
2023-05-31,2023-05-31 00:00:00,3335.46,1433.59,9408.88,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,phone bill ($163.09) ; food ($30.0) ; 
2023-06-01,2023-06-01 00:00:00,1335.46,1563.59,8408.88,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,mom rent ($1000.0) ; additional cc payment ($1000.0) ; gas and bus ($100.0) ; food ($30.0) ; 
2023-06-02,2023-06-02 00:00:00,1335.46,1593.59,8408.88,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
2023-06-03,2023-06-03 00:00:00,1057.97,0.0,9946.34,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; Credit cc min payment ($277.49304) ; 
2023-06-04,2023-06-04 00:00:00,1507.97,30.0,9946.34,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,unemployment income ($450.0) ; food ($30.0) ; 
2023-06-05,2023-06-05 00:00:00,1507.97,60.0,9946.34,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
2023-06-06,2023-06-06 00:00:00,1507.97,90.0,9946.34,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
2023-06-07,2023-06-07 00:00:00,1507.97,163.0,9946.34,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,gym ($33.0) ; food ($30.0) ; spotify ($10.0) ; 
2023-06-08,2023-06-08 00:00:00,1507.97,193.0,9946.34,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
2023-06-09,2023-06-09 00:00:00,1507.97,223.0,9946.34,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
2023-06-10,2023-06-10 00:00:00,1507.97,253.0,9946.34,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
2023-06-11,2023-06-11 00:00:00,1957.97,283.0,9946.34,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,unemployment income ($450.0) ; food ($30.0) ; 
2023-06-12,2023-06-12 00:00:00,1957.97,313.0,9946.34,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
2023-06-13,2023-06-13 00:00:00,1957.97,343.0,9946.34,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
2023-06-14,2023-06-14 00:00:00,1957.97,373.0,9946.34,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
2023-06-15,2023-06-15 00:00:00,1957.97,403.0,9946.34,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
2023-06-16,2023-06-16 00:00:00,1957.97,433.0,9946.34,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
2023-06-17,2023-06-17 00:00:00,1957.97,552.0,9946.34,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,car insurance ($89.0) ; food ($30.0) ; 
2023-06-18,2023-06-18 00:00:00,1957.97,582.0,9946.34,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
2023-06-19,2023-06-19 00:00:00,1957.97,635.0,9946.34,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; hbo max ($15.0) ; hulu ($8.0) ; 
2023-06-20,2023-06-20 00:00:00,1957.97,665.0,9946.34,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
2023-06-21,2023-06-21 00:00:00,1957.97,870.5,9946.34,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,health insurance ($175.5) ; food ($30.0) ; 
2023-06-22,2023-06-22 00:00:00,1957.97,900.5,9946.34,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
2023-06-23,2023-06-23 00:00:00,1957.97,930.5,9946.34,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
2023-06-24,2023-06-24 00:00:00,1957.97,960.5,9946.34,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
2023-06-25,2023-06-25 00:00:00,1957.97,990.5,9946.34,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
2023-06-26,2023-06-26 00:00:00,1957.97,1020.5,9946.34,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
2023-06-27,2023-06-27 00:00:00,1957.97,1050.5,9946.34,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
2023-06-28,2023-06-28 00:00:00,1957.97,1080.5,9946.34,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
2023-06-29,2023-06-29 00:00:00,1957.97,1110.5,9946.34,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
2023-06-30,2023-06-30 00:00:00,1957.97,1140.5,9946.34,4746.18,0.0,1919.55,0.0,4726.68,0.0,1823.31,0.0,3359.17,0.0,8000.0,0.0,food ($30.0) ; 
